id_article,id_obs,treat_id,exp_id,response_variable,sub_response_variable,location,sub_region,final_lat,final_lon,exp_site_loc,experiment_year,tree_type,crop_type,age_system,tree_age,season,soil_texture,no_tree_per_m,tree_height,alley_width,silvo_mean,silvo_sd,silvo_n,control_mean,control_sd,control_n,lat,lon,experimental_design,comparator,year_est_exp,age_system_yrs,measured_metrics,measured_unit,distance_tree_m,study_year_start,study_year_end,comments,site_x,climate_zone,silvo_se,control_se
7,223,16,13,Biodiversity,Fungi,Dornburg,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Mature,12,Summer,Silt,NA,NA,Wide,29.17,42.42,4,19.32,18.94,4,51.0167,11.65,NA,Monoculture,2007-01-01,12,Relative abundance of Basidiomycota,%,24,2019-01-01,2019-01-01,Relative abundance of  Basidiomycota  at 24 m in Dornburg,"51.0167, 11.65",15,21.21,9.47
7,224,17,14,Biodiversity,Fungi,Forst,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Medium,9,Summer,Sand,NA,NA,Wide,57.2,32.32,4,13.64,5.3,4,51.0167,11.65,NA,Monoculture,2010-01-01,9,Relative abundance of Basidiomycota,%,0,2019-01-01,2019-01-01,Relative abundance of Basidiomycota  at 0 m in Forst,"51.0167, 11.65",15,16.16,2.65
7,225,17,14,Biodiversity,Fungi,Forst,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Medium,9,Summer,Sand,NA,NA,Wide,15.15,6.82,4,13.64,5.3,4,51.0167,11.65,NA,Monoculture,2010-01-01,9,Relative abundance of Basidiomycota,%,1,2019-01-01,2019-01-01,Relative abundance of Basidiomycota  at 1 m in Forst,"51.0167, 11.65",15,3.41,2.65
7,226,17,14,Biodiversity,Fungi,Forst,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Medium,9,Summer,Sand,NA,NA,Wide,14.39,9.86,4,13.64,5.3,4,51.0167,11.65,NA,Monoculture,2010-01-01,9,Relative abundance of Basidiomycota,%,7,2019-01-01,2019-01-01,Relative abundance of Basidiomycota  at 7 m in Forst,"51.0167, 11.65",15,4.93,2.65
7,227,17,14,Biodiversity,Fungi,Forst,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Medium,9,Summer,Sand,NA,NA,Wide,17.42,13.64,4,13.64,5.3,4,51.0167,11.65,NA,Monoculture,2010-01-01,9,Relative abundance of Basidiomycota,%,24,2019-01-01,2019-01-01,Relative abundance of Basidiomycota  at 24 m in Forst,"51.0167, 11.65",15,6.82,2.65
7,228,18,15,Biodiversity,Fungi,Wendhausen,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Mature,11,Summer,Silt,NA,NA,Wide,34.47,18.18,4,15.91,6.82,4,51.0167,11.65,NA,Monoculture,2008-01-01,11,Relative abundance of Basidiomycota,%,0,2019-01-01,2019-01-01,Relative abundance of Basidiomycota at 0 m in Wendhausen,"51.0167, 11.65",15,9.09,3.41
7,229,18,15,Biodiversity,Fungi,Wendhausen,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Mature,11,Summer,Silt,NA,NA,Wide,19.7,14.38,4,15.91,6.82,4,51.0167,11.65,NA,Monoculture,2008-01-01,11,Relative abundance of Basidiomycota,%,1,2019-01-01,2019-01-01,Relative abundance of Basidiomycota at 1 m in Forst in Wendhausen,"51.0167, 11.65",15,7.19,3.41
7,230,18,15,Biodiversity,Fungi,Wendhausen,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Mature,11,Summer,Silt,NA,NA,Wide,18.18,10.6,4,15.91,6.82,4,51.0167,11.65,NA,Monoculture,2008-01-01,11,Relative abundance of Basidiomycota,%,7,2019-01-01,2019-01-01,Relative abundance of Basidiomycota  at 7 m in Forst in Wendhausen,"51.0167, 11.65",15,5.3,3.41
7,231,18,15,Biodiversity,Fungi,Wendhausen,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Mature,11,Summer,Silt,NA,NA,Wide,19.32,7.58,4,15.91,6.82,4,51.0167,11.65,NA,Monoculture,2008-01-01,11,Relative abundance of Basidiomycota,%,24,2019-01-01,2019-01-01,Relative abundance of Basidiomycota  at 24 m in Forst in Wendhausen,"51.0167, 11.65",15,3.79,3.41
7,232,16,13,Biodiversity,Fungi,Dornburg,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Mature,12,Summer,Silt,NA,NA,Wide,0.11,0,4,1.55,2.76,4,51.0167,11.65,NA,Monoculture,2007-01-01,12,Relative abundance of Alternaria spp,%,0,2019-01-01,2019-01-01,Relative abundance of Alternaria at 0 m in Dornburg,"51.0167, 11.65",15,0,1.38
7,233,16,13,Biodiversity,Fungi,Dornburg,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Mature,12,Summer,Silt,NA,NA,Wide,1.84,2.06,4,1.55,2.76,4,51.0167,11.65,NA,Monoculture,2007-01-01,12,Relative abundance of Alternaria spp,%,1,2019-01-01,2019-01-01,Relative abundance of Alternaria at 1 m in Dornburg,"51.0167, 11.65",15,1.03,1.38
7,234,16,13,Biodiversity,Fungi,Dornburg,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Mature,12,Summer,Silt,NA,NA,Wide,0.98,2.76,4,1.55,2.76,4,51.0167,11.65,NA,Monoculture,2007-01-01,12,Relative abundance of Alternaria spp,%,7,2019-01-01,2019-01-01,Relative abundance of Alternaria at 7 m in Dornburg,"51.0167, 11.65",15,1.38,1.38
7,235,16,13,Biodiversity,Fungi,Dornburg,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Mature,12,Summer,Silt,NA,NA,Wide,2.12,3.46,4,1.55,2.76,4,51.0167,11.65,NA,Monoculture,2007-01-01,12,Relative abundance of Alternaria spp,%,24,2019-01-01,2019-01-01,Relative abundance of Alternaria at 24 m in Dornburg,"51.0167, 11.65",15,1.73,1.38
7,236,17,14,Biodiversity,Fungi,Forst,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Medium,9,Summer,Sand,NA,NA,Wide,1.09,0.58,4,8.21,5.06,4,51.0167,11.65,NA,Monoculture,2010-01-01,9,Relative abundance of Alternaria spp,%,0,2019-01-01,2019-01-01,Relative abundance of Alternaria at 0 m in Forst,"51.0167, 11.65",15,0.29,2.53
7,237,17,14,Biodiversity,Fungi,Forst,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Medium,9,Summer,Sand,NA,NA,Wide,4.02,4.48,4,8.21,5.06,4,51.0167,11.65,NA,Monoculture,2010-01-01,9,Relative abundance of Alternaria spp,%,1,2019-01-01,2019-01-01,Relative abundance of Alternaria at 1 m in Forst,"51.0167, 11.65",15,2.24,2.53
7,238,17,14,Biodiversity,Fungi,Forst,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Medium,9,Summer,Sand,NA,NA,Wide,6.2,6.2,4,8.21,5.06,4,51.0167,11.65,NA,Monoculture,2010-01-01,9,Relative abundance of Alternaria spp,%,7,2019-01-01,2019-01-01,Relative abundance of Alternaria at 7 m in Forst,"51.0167, 11.65",15,3.1,2.53
7,239,17,14,Biodiversity,Fungi,Forst,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Medium,9,Summer,Sand,NA,NA,Wide,4.71,1.26,4,8.21,5.06,4,51.0167,11.65,NA,Monoculture,2010-01-01,9,Relative abundance of Alternaria spp,%,24,2019-01-01,2019-01-01,Relative abundance of Alternaria at 24 m in Forst,"51.0167, 11.65",15,0.63,2.53
7,240,18,15,Biodiversity,Fungi,Wendhausen,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Mature,11,Summer,Silt,NA,NA,Wide,0.29,0.92,4,0.11,0.24,4,51.0167,11.65,NA,Monoculture,2008-01-01,11,Relative abundance of Alternaria spp,%,0,2019-01-01,2019-01-01,Relative abundance of Alternaria at 0 m in Wendhausen,"51.0167, 11.65",15,0.46,0.12
7,241,18,15,Biodiversity,Fungi,Wendhausen,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Mature,11,Summer,Silt,NA,NA,Wide,2.24,8.5,4,0.11,0.24,4,51.0167,11.65,NA,Monoculture,2008-01-01,11,Relative abundance of Alternaria spp,%,1,2019-01-01,2019-01-01,Relative abundance of Alternaria at 1 m in Wendhausen,"51.0167, 11.65",15,4.25,0.12
7,242,18,15,Biodiversity,Fungi,Wendhausen,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Mature,11,Summer,Silt,NA,NA,Wide,0.4,0.8,4,0.11,0.24,4,51.0167,11.65,NA,Monoculture,2008-01-01,11,Relative abundance of Alternaria spp,%,7,2019-01-01,2019-01-01,Relative abundance of Alternaria at 7 m in Wendhausen,"51.0167, 11.65",15,0.4,0.12
7,243,18,15,Biodiversity,Fungi,Wendhausen,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Mature,11,Summer,Silt,NA,NA,Wide,0.34,0.36,4,0.11,0.24,4,51.0167,11.65,NA,Monoculture,2008-01-01,11,Relative abundance of Alternaria spp,%,24,2019-01-01,2019-01-01,Relative abundance of Alternaria at 24 m in Wendhausen,"51.0167, 11.65",15,0.18,0.12
7,244,16,13,Biodiversity,Fungi,Dornburg,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Mature,12,Summer,Silt,NA,NA,Wide,0.29,0.34,4,0.23,0.34,4,51.0167,11.65,NA,Monoculture,2007-01-01,12,Relative abundance of Clasdosporium spp,%,0,2019-01-01,2019-01-01,Relative abundance of Cladosporium spp at 0 m in Dornburg,"51.0167, 11.65",15,0.17,0.17
7,245,16,13,Biodiversity,Fungi,Dornburg,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Mature,12,Summer,Silt,NA,NA,Wide,0.57,1.28,4,0.23,0.34,4,51.0167,11.65,NA,Monoculture,2007-01-01,12,Relative abundance of Clasdosporium spp,%,1,2019-01-01,2019-01-01,Relative abundance of Cladosporium spp at 1 m in Dornburg,"51.0167, 11.65",15,0.64,0.17
7,246,16,13,Biodiversity,Fungi,Dornburg,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Mature,12,Summer,Silt,NA,NA,Wide,0.52,1.38,4,0.23,0.34,4,51.0167,11.65,NA,Monoculture,2007-01-01,12,Relative abundance of Clasdosporium spp,%,7,2019-01-01,2019-01-01,Relative abundance of Clasdosporium spp at 7 m in Dornburg,"51.0167, 11.65",15,0.69,0.17
7,247,16,13,Biodiversity,Fungi,Dornburg,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Mature,12,Summer,Silt,NA,NA,Wide,3.16,11.24,4,0.23,0.34,4,51.0167,11.65,NA,Monoculture,2007-01-01,12,Relative abundance of Clasdosporium spp,%,24,2019-01-01,2019-01-01,Relative abundance of Clasdosporium spp at 24 m in Dornburg,"51.0167, 11.65",15,5.62,0.17
7,248,17,14,Biodiversity,Fungi,Forst,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Medium,9,Summer,Sand,NA,NA,Wide,3.33,1.72,4,4.48,2.86,4,51.0167,11.65,NA,Monoculture,2010-01-01,9,Relative abundance of Clasdosporium spp,%,0,2019-01-01,2019-01-01,Relative abundance of Clasdosporium spp at 0 m in Forst,"51.0167, 11.65",15,0.86,1.43
7,249,17,14,Biodiversity,Fungi,Forst,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Medium,9,Summer,Sand,NA,NA,Wide,2.99,4.02,4,4.48,2.86,4,51.0167,11.65,NA,Monoculture,2010-01-01,9,Relative abundance of Clasdosporium spp,%,1,2019-01-01,2019-01-01,Relative abundance of Clasdosporium spp at 1 m in Forst,"51.0167, 11.65",15,2.01,1.43
7,250,17,14,Biodiversity,Fungi,Forst,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Medium,9,Summer,Sand,NA,NA,Wide,4.19,2.76,4,4.48,2.86,4,51.0167,11.65,NA,Monoculture,2010-01-01,9,Relative abundance of Clasdosporium spp,%,7,2019-01-01,2019-01-01,Relative abundance of Clasdosporium sppat 7 m in Forst,"51.0167, 11.65",15,1.38,1.43
7,251,17,14,Biodiversity,Fungi,Forst,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Medium,9,Summer,Sand,NA,NA,Wide,4.08,3.56,4,4.48,2.86,4,51.0167,11.65,NA,Monoculture,2010-01-01,9,Relative abundance of Clasdosporium spp,%,24,2019-01-01,2019-01-01,Relative abundance of Clasdosporium spp at 24 m in Forst,"51.0167, 11.65",15,1.78,1.43
7,252,18,15,Biodiversity,Fungi,Wendhausen,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Mature,11,Summer,Silt,NA,NA,Wide,1.38,4.12,4,0.17,0.24,4,51.0167,11.65,NA,Monoculture,2008-01-01,11,Relative abundance of Clasdosporium spp,%,0,2019-01-01,2019-01-01,Relative abundance of Clasdosporium spp at 0 m in Wendhausen,"51.0167, 11.65",15,2.06,0.12
7,253,18,15,Biodiversity,Fungi,Wendhausen,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Mature,11,Summer,Silt,NA,NA,Wide,1.32,4.48,4,0.17,0.24,4,51.0167,11.65,NA,Monoculture,2008-01-01,11,Relative abundance of Clasdosporium spp,%,1,2019-01-01,2019-01-01,Relative abundance of Clasdosporium spp at 1 m in Wendhausen,"51.0167, 11.65",15,2.24,0.12
7,254,18,15,Biodiversity,Fungi,Wendhausen,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Mature,11,Summer,Silt,NA,NA,Wide,1.09,0.68,4,0.17,0.24,4,51.0167,11.65,NA,Monoculture,2008-01-01,11,Relative abundance of Clasdosporium spp,%,7,2019-01-01,2019-01-01,Relative abundance of Clasdosporium spp at 7 m in Wendhausen,"51.0167, 11.65",15,0.34,0.12
7,255,18,15,Biodiversity,Fungi,Wendhausen,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Mature,11,Summer,Silt,NA,NA,Wide,0.4,0.46,4,0.17,0.24,4,51.0167,11.65,NA,Monoculture,2008-01-01,11,Relative abundance of Clasdosporium spp,%,24,2019-01-01,2019-01-01,Relative abundance of Clasdosporium spp at 24 m in Wendhausen,"51.0167, 11.65",15,0.23,0.12
7,256,16,13,Biodiversity,Fungi,Dornburg,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Mature,12,Summer,Silt,NA,NA,Wide,0.23,0.46,4,1.49,1.38,4,51.0167,11.65,NA,Monoculture,2007-01-01,12,Relative abundance of Trichoderma  spp,%,0,2019-01-01,2019-01-01,Relative abundance of Trichoderma  spp at 0 m in Dornburg,"51.0167, 11.65",15,0.23,0.69
7,257,16,13,Biodiversity,Fungi,Dornburg,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Mature,12,Summer,Silt,NA,NA,Wide,1.38,1.14,4,1.49,1.38,4,51.0167,11.65,NA,Monoculture,2007-01-01,12,Relative abundance of Trichoderma  spp,%,1,2019-01-01,2019-01-01,Relative abundance of Trichoderma  spp at 1 m in Dornburg,"51.0167, 11.65",15,0.57,0.69
7,258,16,13,Biodiversity,Fungi,Dornburg,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Mature,12,Summer,Silt,NA,NA,Wide,2.24,3.56,4,1.49,1.38,4,51.0167,11.65,NA,Monoculture,2007-01-01,12,Relative abundance of Trichoderma  spp,%,7,2019-01-01,2019-01-01,Relative abundance of Trichoderma  spp at 7 m in Dornburg,"51.0167, 11.65",15,1.78,0.69
7,259,16,13,Biodiversity,Fungi,Dornburg,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Mature,12,Summer,Silt,NA,NA,Wide,1.72,3.9,4,1.49,1.38,4,51.0167,11.65,NA,Monoculture,2007-01-01,12,Relative abundance of Trichoderma  spp,%,24,2019-01-01,2019-01-01,Relative abundance of Trichoderma  spp at 24 m in Dornburg,"51.0167, 11.65",15,1.95,0.69
7,260,17,14,Biodiversity,Fungi,Forst,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Medium,9,Summer,Sand,NA,NA,Wide,0.29,0.46,4,1.49,1.16,4,51.0167,11.65,NA,Monoculture,2010-01-01,9,Relative abundance of Trichoderma  spp,%,0,2019-01-01,2019-01-01,Relative abundance of Trichoderma  spp at 0 m in Forst,"51.0167, 11.65",15,0.23,0.58
7,261,17,14,Biodiversity,Fungi,Forst,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Medium,9,Summer,Sand,NA,NA,Wide,2.81,2.88,4,1.49,1.16,4,51.0167,11.65,NA,Monoculture,2010-01-01,9,Relative abundance of Trichoderma  spp,%,1,2019-01-01,2019-01-01,Relative abundance of Trichoderma  spp at 1 m in Forst,"51.0167, 11.65",15,1.44,0.58
7,262,17,14,Biodiversity,Fungi,Forst,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Medium,9,Summer,Sand,NA,NA,Wide,2.41,2.3,4,1.49,1.16,4,51.0167,11.65,NA,Monoculture,2010-01-01,9,Relative abundance of Trichoderma  spp,%,7,2019-01-01,2019-01-01,Relative abundance of Trichoderma spp at 7 m in Forst,"51.0167, 11.65",15,1.15,0.58
7,263,17,14,Biodiversity,Fungi,Forst,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Medium,9,Summer,Sand,NA,NA,Wide,4.54,3.2,4,1.49,1.16,4,51.0167,11.65,NA,Monoculture,2010-01-01,9,Relative abundance of Trichoderma  spp,%,24,2019-01-01,2019-01-01,Relative abundance of Trichoderma  spp at 24 m in Forst,"51.0167, 11.65",15,1.6,0.58
7,264,18,15,Biodiversity,Fungi,Wendhausen,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Mature,11,Summer,Silt,NA,NA,Wide,0.11,0.12,4,3.5,2.88,4,51.0167,11.65,NA,Monoculture,2008-01-01,11,Relative abundance of Trichoderma  spp,%,0,2019-01-01,2019-01-01,Relative abundance of Trichoderma  spp at 0 m in Wendhausen,"51.0167, 11.65",15,0.06,1.44
7,265,18,15,Biodiversity,Fungi,Wendhausen,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Mature,11,Summer,Silt,NA,NA,Wide,4.71,9.42,4,3.5,2.88,4,51.0167,11.65,NA,Monoculture,2008-01-01,11,Relative abundance of Trichoderma  spp,%,1,2019-01-01,2019-01-01,Relative abundance of Trichoderma  spp at 1 m in Wendhausen,"51.0167, 11.65",15,4.71,1.44
7,266,18,15,Biodiversity,Fungi,Wendhausen,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Mature,11,Summer,Silt,NA,NA,Wide,2.01,2.3,4,3.5,2.88,4,51.0167,11.65,NA,Monoculture,2008-01-01,11,Relative abundance of Trichoderma  spp,%,7,2019-01-01,2019-01-01,Relative abundance of Trichoderma  spp at 7 m in Wendhausen,"51.0167, 11.65",15,1.15,1.44
7,267,18,15,Biodiversity,Fungi,Wendhausen,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Mature,11,Summer,Silt,NA,NA,Wide,3.9,4.94,4,3.5,2.88,4,51.0167,11.65,NA,Monoculture,2008-01-01,11,Relative abundance of Trichoderma  spp,%,24,2019-01-01,2019-01-01,Relative abundance of Trichoderma  spp at 24 m in Wendhausen,"51.0167, 11.65",15,2.47,1.44
7,268,16,13,Biodiversity,Fungi,Dornburg,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Mature,12,Summer,Silt,NA,NA,Wide,0.27,0.28,4,0.54,0.88,4,51.0167,11.65,NA,Monoculture,2007-01-01,12,Relative abundance of Fusarium spp,%,0,2019-01-01,2019-01-01,Relative abundance of Fusarium  spp at 0 m in Dornburg,"51.0167, 11.65",15,0.14,0.44
7,269,16,13,Biodiversity,Fungi,Dornburg,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Mature,12,Summer,Silt,NA,NA,Wide,0.34,0.44,4,0.54,0.88,4,51.0167,11.65,NA,Monoculture,2007-01-01,12,Relative abundance of Fusarium spp,%,1,2019-01-01,2019-01-01,Relative abundance of Fusarium spp at 1 m in Dornburg,"51.0167, 11.65",15,0.22,0.44
7,270,16,13,Biodiversity,Fungi,Dornburg,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Mature,12,Summer,Silt,NA,NA,Wide,0.38,0.28,4,0.54,0.88,4,51.0167,11.65,NA,Monoculture,2007-01-01,12,Relative abundance of Fusarium spp,%,7,2019-01-01,2019-01-01,Relative abundance of Fusarium spp at 7 m in Dornburg,"51.0167, 11.65",15,0.14,0.44
7,271,16,13,Biodiversity,Fungi,Dornburg,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Mature,12,Summer,Silt,NA,NA,Wide,0.29,0.2,4,0.54,0.88,4,51.0167,11.65,NA,Monoculture,2007-01-01,12,Relative abundance of Fusarium spp,%,24,2019-01-01,2019-01-01,Relative abundance of Fusarium spp at 24 m in Dornburg,"51.0167, 11.65",15,0.1,0.44
7,272,17,14,Biodiversity,Fungi,Forst,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Medium,9,Summer,Sand,NA,NA,Wide,0.13,0.12,4,2.74,2.14,4,51.0167,11.65,NA,Monoculture,2010-01-01,9,Relative abundance of Fusarium spp,%,0,2019-01-01,2019-01-01,Relative abundance of Fusarium spp at 0 m in Forst,"51.0167, 11.65",15,0.06,1.07
7,273,17,14,Biodiversity,Fungi,Forst,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Medium,9,Summer,Sand,NA,NA,Wide,2.19,3.22,4,2.74,2.14,4,51.0167,11.65,NA,Monoculture,2010-01-01,9,Relative abundance of Fusarium spp,%,1,2019-01-01,2019-01-01,Relative abundance of Fusarium spp at 1 m in Forst,"51.0167, 11.65",15,1.61,1.07
7,274,17,14,Biodiversity,Fungi,Forst,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Medium,9,Summer,Sand,NA,NA,Wide,2.17,1.2,4,2.74,2.14,4,51.0167,11.65,NA,Monoculture,2010-01-01,9,Relative abundance of Fusarium spp,%,7,2019-01-01,2019-01-01,Relative abundance of Fusarium spp at 7 m in Forst,"51.0167, 11.65",15,0.6,1.07
7,275,17,14,Biodiversity,Fungi,Forst,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Medium,9,Summer,Sand,NA,NA,Wide,1.29,0.88,4,2.74,2.14,4,51.0167,11.65,NA,Monoculture,2010-01-01,9,Relative abundance of Fusarium spp,%,24,2019-01-01,2019-01-01,Relative abundance of Fusarium  spp at 24 m in Forst,"51.0167, 11.65",15,0.44,1.07
7,276,18,15,Biodiversity,Fungi,Wendhausen,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Mature,11,Summer,Silt,NA,NA,Wide,0.11,0.22,4,0.92,1.84,4,51.0167,11.65,NA,Monoculture,2008-01-01,11,Relative abundance of Fusarium spp,%,0,2019-01-01,2019-01-01,Relative abundance of Fusarium  spp at 0 m in Wendhausen,"51.0167, 11.65",15,0.11,0.92
7,277,18,15,Biodiversity,Fungi,Wendhausen,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Mature,11,Summer,Silt,NA,NA,Wide,0.74,3.32,4,0.92,1.84,4,51.0167,11.65,NA,Monoculture,2008-01-01,11,Relative abundance of Fusarium spp,%,1,2019-01-01,2019-01-01,Relative abundance of Fusarium spp at 1 m in Wendhausen,"51.0167, 11.65",15,1.66,0.92
7,278,18,15,Biodiversity,Fungi,Wendhausen,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Mature,11,Summer,Silt,NA,NA,Wide,0.2,0.28,4,0.92,1.84,4,51.0167,11.65,NA,Monoculture,2008-01-01,11,Relative abundance of Fusarium spp,%,7,2019-01-01,2019-01-01,Relative abundance of Fusarium spp at 7 m in Wendhausen,"51.0167, 11.65",15,0.14,0.92
7,279,18,15,Biodiversity,Fungi,Wendhausen,Continental Europe,51.0167,11.65,"51.0167, 11.65",2019-01-01,Biomass,Cereal,Mature,11,Summer,Silt,NA,NA,Wide,0.36,0.48,4,0.92,1.84,4,51.0167,11.65,NA,Monoculture,2008-01-01,11,Relative abundance of Fusarium spp,%,24,2019-01-01,2019-01-01,Relative abundance of Fusarium  spp at 24 m in Wendhausen,"51.0167, 11.65",15,0.24,0.92
8,280,19,16,Soil quality,Other soil characterisitics,Dornburg,Continental Europe,51.0167,11.65,"51.0167, 11.65",2015-01-01,Biomass,Cereal,Medium,8,Summer,Silt,NA,NA,Wide,2.753,0.5878775382679626,24,2.06,0.6368673331236263,24,51.0167,11.65,NA,Monoculture,2007-01-01,8,soil microbial biomass C,%,0,2015-01-01,2015-01-01,"Mean percentages of (a) soil organic C (SOC) present as soil
microbial biomass C (MBC) measured at tree row at 0-5 cm","51.0167, 11.65",15,0.12,0.13
8,281,19,16,Soil quality,Other soil characterisitics,Dornburg,Continental Europe,51.0167,11.65,"51.0167, 11.65",2015-01-01,Biomass,Cereal,Medium,8,Summer,Silt,NA,NA,Wide,2.05,0.6368673331236263,24,2.06,0.6368673331236263,24,51.0167,11.65,NA,Monoculture,2007-01-01,8,soil microbial biomass C,%,1,2015-01-01,2015-01-01,"Mean percentages of (a) soil organic C (SOC) present as soil
microbial biomass C (MBC) measured at 1m at 0-5 cm depth","51.0167, 11.65",15,0.13,0.13
8,282,19,16,Soil quality,Other soil characterisitics,Dornburg,Continental Europe,51.0167,11.65,"51.0167, 11.65",2015-01-01,Biomass,Cereal,Medium,8,Summer,Silt,NA,NA,Wide,1.85,0.6858571279792899,24,2.06,0.6368673331236263,24,51.0167,11.65,NA,Monoculture,2007-01-01,8,soil microbial biomass C,%,7,2015-01-01,2015-01-01,"Mean percentages of (a) soil organic C (SOC) present as soil
microbial biomass C (MBC) measured at 7m at 0-5 cm depth","51.0167, 11.65",15,0.14,0.13
8,283,19,16,Soil quality,Other soil characterisitics,Dornburg,Continental Europe,51.0167,11.65,"51.0167, 11.65",2015-01-01,Biomass,Cereal,Medium,8,Summer,Silt,NA,NA,Wide,1.841,0.39191835884530846,24,1.682,0.39191835884530846,24,51.0167,11.65,NA,Monoculture,2007-01-01,8,soil microbial biomass C,%,0,2015-01-01,2015-01-01,"Mean percentages of (a) soil organic C (SOC) present as soil
microbial biomass C (MBC) measured at tree row at 5-20  cm depth","51.0167, 11.65",15,0.08,0.08
