id_article,response_variable,measured_metrics,measured_unit,silvo_mean,silvo_se,silvo_sd,silvo_n,control_mean,control_se,control_sd,control_n,id_obs,experimental_design,comparator,tree_crop_combination,tree_crop_combination_t,season,tree_row_orientation,soil_texture,no_tree_per_m,tree_height,alley_width,tillage,organic,sub_response_variable,distance_tree_m,study_year_start,study_year_end,comments,min_value_shift,yi,vi
7,Biodiversity,Relative abundance of Alternaria spp,%,19.544999999999998,0.4,0.8,4,19.255,0.12,0.24,4,242,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.5,NA,48,Yes,No,Fungi,7,2019,2019,Relative abundance of Alternaria at 7 m in Wendhausen,19.145,0.01494873197804594,4.5768012743011813e-4
7,Biodiversity,Relative abundance of Alternaria spp,%,19.485,0.18,0.36,4,19.255,0.12,0.24,4,243,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.5,NA,48,Yes,No,Fungi,24,2019,2019,Relative abundance of Alternaria at 24 m in Wendhausen,19.145,0.011874171523800256,1.2417800223820305e-4
7,Biodiversity,Relative abundance of Clasdosporium spp,%,19.435,0.17,0.34,4,19.375,0.17,0.34,4,244,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.66666666666666663,NA,48,Yes,No,Fungi,0,2019,2019,Relative abundance of Cladosporium spp at 0 m in Dornburg,19.145,0.0030919890647757744,1.534983312000808e-4
7,Biodiversity,Relative abundance of Clasdosporium spp,%,19.715,0.64,1.28,4,19.375,0.17,0.34,4,245,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.66666666666666663,NA,48,Yes,No,Fungi,1,2019,2019,Relative abundance of Cladosporium spp at 1 m in Dornburg,19.145,0.017396192090179705,0.0011308063475677424
7,Biodiversity,Relative abundance of Clasdosporium spp,%,19.665,0.69,1.38,4,19.375,0.17,0.34,4,246,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.66666666666666663,NA,48,Yes,No,Fungi,7,2019,2019,Relative abundance of Clasdosporium spp at 7 m in Dornburg,19.145,0.014856830644362185,0.0013081345179770353
7,Biodiversity,Relative abundance of Clasdosporium spp,%,22.305,5.62,11.24,4,19.375,0.17,0.34,4,247,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.66666666666666663,NA,48,Yes,No,Fungi,24,2019,2019,Relative abundance of Clasdosporium spp at 24 m in Dornburg,19.145,0.14082729334081748,0.06356155554476192
7,Biodiversity,Relative abundance of Clasdosporium spp,%,22.475,0.86,1.72,4,23.625,1.43,2.86,4,248,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Sandy loam,NA,NA,48,Yes,No,Fungi,0,2019,2019,Relative abundance of Clasdosporium spp at 0 m in Forst,19.145,-0.04990189302212245,0.005127962230869109
7,Biodiversity,Relative abundance of Clasdosporium spp,%,22.134999999999998,2.01,4.02,4,23.625,1.43,2.86,4,249,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Sandy loam,NA,NA,48,Yes,No,Fungi,1,2019,2019,Relative abundance of Clasdosporium spp at 1 m in Forst,19.145,-0.0651454071957022,0.011909577048628188
7,Biodiversity,Relative abundance of Clasdosporium spp,%,23.335,1.38,2.76,4,23.625,1.43,2.86,4,250,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Sandy loam,NA,NA,48,Yes,No,Fungi,7,2019,2019,Relative abundance of Clasdosporium sppat 7 m in Forst,19.145,-0.01235109397802746,0.007161149918623206
7,Biodiversity,Relative abundance of Clasdosporium spp,%,23.225,1.78,3.56,4,23.625,1.43,2.86,4,251,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Sandy loam,NA,NA,48,Yes,No,Fungi,24,2019,2019,Relative abundance of Clasdosporium spp at 24 m in Forst,19.145,-0.017076188679904212,0.009537699205514354
7,Biodiversity,Relative abundance of Clasdosporium spp,%,20.525,2.06,4.12,4,19.315,0.12,0.24,4,252,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.5,NA,48,Yes,No,Fungi,0,2019,2019,Relative abundance of Clasdosporium spp at 0 m in Wendhausen,19.145,0.060761659220247115,0.010111813865421737
7,Biodiversity,Relative abundance of Clasdosporium spp,%,20.465,2.24,4.48,4,19.315,0.12,0.24,4,253,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.5,NA,48,Yes,No,Fungi,1,2019,2019,Relative abundance of Clasdosporium spp at 1 m in Wendhausen,19.145,0.05783411382612167,0.012019032396157418
7,Biodiversity,Relative abundance of Clasdosporium spp,%,20.235,0.34,0.68,4,19.315,0.12,0.24,4,254,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.5,NA,48,Yes,No,Fungi,7,2019,2019,Relative abundance of Clasdosporium spp at 7 m in Wendhausen,19.145,0.046531782209584205,3.209250866363795e-4
7,Biodiversity,Relative abundance of Clasdosporium spp,%,19.544999999999998,0.23,0.46,4,19.315,0.12,0.24,4,255,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.5,NA,48,Yes,No,Fungi,24,2019,2019,Relative abundance of Clasdosporium spp at 24 m in Wendhausen,19.145,0.011837503126673322,1.7707786334565748e-4
7,Biodiversity,Relative abundance of Trichoderma  spp,%,19.375,0.23,0.46,4,20.634999999999998,0.69,1.38,4,256,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.66666666666666663,NA,48,Yes,No,Fungi,0,2019,2019,Relative abundance of Trichoderma  spp at 0 m in Dornburg,19.145,-0.06300508796513436,0.0012590419842334034
7,Biodiversity,Relative abundance of Trichoderma  spp,%,20.525,0.57,1.14,4,20.634999999999998,0.69,1.38,4,257,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.66666666666666663,NA,48,Yes,No,Fungi,1,2019,2019,Relative abundance of Trichoderma  spp at 1 m in Dornburg,19.145,-0.005345007866053235,0.0018893511589682499
7,Biodiversity,Relative abundance of Trichoderma  spp,%,21.384999999999998,1.78,3.56,4,20.634999999999998,0.69,1.38,4,258,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.66666666666666663,NA,48,Yes,No,Fungi,7,2019,2019,Relative abundance of Trichoderma  spp at 7 m in Dornburg,19.145,0.03570107847432683,0.008046339325900235
7,Biodiversity,Relative abundance of Trichoderma  spp,%,20.865,1.95,3.9,4,20.634999999999998,0.69,1.38,4,259,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.66666666666666663,NA,48,Yes,No,Fungi,24,2019,2019,Relative abundance of Trichoderma  spp at 24 m in Dornburg,19.145,0.011084450838970854,0.009852509391835448
7,Biodiversity,Relative abundance of Trichoderma  spp,%,19.435,0.23,0.46,4,20.634999999999998,0.58,1.16,4,260,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Sandy loam,NA,NA,48,Yes,No,Fungi,0,2019,2019,Relative abundance of Trichoderma  spp at 0 m in Forst,19.145,-0.05991309890035866,9.300874083083006e-4
7,Biodiversity,Relative abundance of Trichoderma  spp,%,21.955,1.44,2.88,4,20.634999999999998,0.58,1.16,4,261,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Sandy loam,NA,NA,48,Yes,No,Fungi,1,2019,2019,Relative abundance of Trichoderma  spp at 1 m in Forst,19.145,0.06200624080913558,0.005091914404036984
7,Biodiversity,Relative abundance of Trichoderma  spp,%,21.555,1.15,2.3,4,20.634999999999998,0.58,1.16,4,262,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Sandy loam,NA,NA,48,Yes,No,Fungi,7,2019,2019,Relative abundance of Trichoderma spp at 7 m in Forst,19.145,0.04361914499455286,0.003636460510922938
7,Biodiversity,Relative abundance of Trichoderma  spp,%,23.685,1.6,3.2,4,20.634999999999998,0.58,1.16,4,263,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Sandy loam,NA,NA,48,Yes,No,Fungi,24,2019,2019,Relative abundance of Trichoderma  spp at 24 m in Forst,19.145,0.13785327317117002,0.005353485141075818
7,Biodiversity,Relative abundance of Trichoderma  spp,%,19.255,0.06,0.12,4,22.645,1.44,2.88,4,264,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.5,NA,48,Yes,No,Fungi,0,2019,2019,Relative abundance of Trichoderma  spp at 0 m in Wendhausen,19.145,-0.16216830974130494,0.004053423007952034
7,Biodiversity,Relative abundance of Trichoderma  spp,%,23.855,4.71,9.42,4,22.645,1.44,2.88,4,265,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.5,NA,48,Yes,No,Fungi,1,2019,2019,Relative abundance of Trichoderma  spp at 1 m in Wendhausen,19.145,0.05205476195989315,0.04302740557067908
7,Biodiversity,Relative abundance of Trichoderma  spp,%,21.155,1.15,2.3,4,22.645,1.44,2.88,4,266,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.5,NA,48,Yes,No,Fungi,7,2019,2019,Relative abundance of Trichoderma  spp at 7 m in Wendhausen,19.145,-0.06806279283614636,0.006998795669595714
7,Biodiversity,Relative abundance of Trichoderma  spp,%,23.044999999999998,2.47,4.94,4,22.645,1.44,2.88,4,267,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.5,NA,48,Yes,No,Fungi,24,2019,2019,Relative abundance of Trichoderma  spp at 24 m in Wendhausen,19.145,0.017509749164294444,0.015531608731369117
7,Biodiversity,Relative abundance of Fusarium spp,%,19.415,0.14,0.28,4,19.685,0.44,0.88,4,268,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.66666666666666663,NA,48,Yes,No,Fungi,0,2019,2019,Relative abundance of Fusarium  spp at 0 m in Dornburg,19.145,-0.013810961212070143,5.51611260934742e-4
7,Biodiversity,Relative abundance of Fusarium spp,%,19.485,0.22,0.44,4,19.685,0.44,0.88,4,269,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.66666666666666663,NA,48,Yes,No,Fungi,1,2019,2019,Relative abundance of Fusarium spp at 1 m in Dornburg,19.145,-0.010211985605028246,6.270946323519053e-4
7,Biodiversity,Relative abundance of Fusarium spp,%,19.525,0.14,0.28,4,19.685,0.44,0.88,4,270,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.66666666666666663,NA,48,Yes,No,Fungi,7,2019,2019,Relative abundance of Fusarium spp at 7 m in Dornburg,19.145,-0.008161228669951212,5.510270255877134e-4
7,Biodiversity,Relative abundance of Fusarium spp,%,19.435,0.1,0.2,4,19.685,0.44,0.88,4,271,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.66666666666666663,NA,48,Yes,No,Fungi,24,2019,2019,Relative abundance of Fusarium spp at 24 m in Dornburg,19.145,-0.01278136009151433,5.260885940714395e-4
7,Biodiversity,Relative abundance of Fusarium spp,%,19.275,0.06,0.12,4,21.884999999999998,1.07,2.14,4,272,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Sandy loam,NA,NA,48,Yes,No,Fungi,0,2019,2019,Relative abundance of Fusarium spp at 0 m in Forst,19.145,-0.1269925511934654,0.002400111095098653
7,Biodiversity,Relative abundance of Fusarium spp,%,21.335,1.61,3.22,4,21.884999999999998,1.07,2.14,4,273,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Sandy loam,NA,NA,48,Yes,No,Fungi,1,2019,2019,Relative abundance of Fusarium spp at 1 m in Forst,19.145,-0.025452554002895287,0.008085063723255667
7,Biodiversity,Relative abundance of Fusarium spp,%,21.314999999999998,0.6,1.2,4,21.884999999999998,1.07,2.14,4,274,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Sandy loam,NA,NA,48,Yes,No,Fungi,7,2019,2019,Relative abundance of Fusarium spp at 7 m in Forst,19.145,-0.02639042042568497,0.0031827982569972556
7,Biodiversity,Relative abundance of Fusarium spp,%,20.435,0.44,0.88,4,21.884999999999998,1.07,2.14,4,275,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Sandy loam,NA,NA,48,Yes,No,Fungi,24,2019,2019,Relative abundance of Fusarium  spp at 24 m in Forst,19.145,-0.06855235362661799,0.0028540348141427073
7,Biodiversity,Relative abundance of Fusarium spp,%,19.255,0.11,0.22,4,20.065,0.92,1.84,4,276,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.66666666666666663,NA,48,Yes,No,Fungi,0,2019,2019,Relative abundance of Fusarium  spp at 0 m in Wendhausen,19.145,-0.04120623645200794,0.0021349488665743472
7,Biodiversity,Relative abundance of Fusarium spp,%,19.884999999999998,1.66,3.32,4,20.065,0.92,1.84,4,277,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.66666666666666663,NA,48,Yes,No,Fungi,1,2019,2019,Relative abundance of Fusarium spp at 1 m in Wendhausen,19.145,-0.009011325059226282,0.00907122484062836
7,Biodiversity,Relative abundance of Fusarium spp,%,19.345,0.14,0.28,4,20.065,0.92,1.84,4,278,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.66666666666666663,NA,48,Yes,No,Fungi,7,2019,2019,Relative abundance of Fusarium spp at 7 m in Wendhausen,19.145,-0.03654301556640394,0.0021546871062005464
7,Biodiversity,Relative abundance of Fusarium spp,%,19.505,0.24,0.48,4,20.065,0.92,1.84,4,279,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.66666666666666663,NA,48,Yes,No,Fungi,24,2019,2019,Relative abundance of Fusarium  spp at 24 m in Wendhausen,19.145,-0.028306160760260365,0.0022537143994935767
8,Soil quality,soil microbial biomass C,%,21.898,0.12,0.5878775382679626,24,21.205,0.13,0.6368673331236263,24,280,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.66666666666666663,NA,48,Reduced,No,Other soil characterisitics,0,2015,2015,"Mean percentages of (a) soil organic C (SOC) present as soil
microbial biomass C (MBC) measured at tree row at 0-5 cm",19.145,0.03215830552467924,6.761449838597536e-5
8,Soil quality,soil microbial biomass C,%,21.195,0.13,0.6368673331236263,24,21.205,0.13,0.6368673331236263,24,281,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.66666666666666663,NA,48,Reduced,No,Other soil characterisitics,1,2015,2015,"Mean percentages of (a) soil organic C (SOC) present as soil
microbial biomass C (MBC) measured at 1m at 0-5 cm depth",19.145,-4.716981219534771e-4,7.520471173093842e-5
8,Soil quality,soil microbial biomass C,%,20.995,0.14,0.6858571279792899,24,21.205,0.13,0.6368673331236263,24,282,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.66666666666666663,NA,48,Reduced,No,Other soil characterisitics,7,2015,2015,"Mean percentages of (a) soil organic C (SOC) present as soil
microbial biomass C (MBC) measured at 7m at 0-5 cm depth",19.145,-0.009952688790397351,8.205023493272964e-5
8,Soil quality,soil microbial biomass C,%,20.986,0.08,0.39191835884530846,24,20.826999999999998,0.08,0.39191835884530846,24,283,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.66666666666666663,NA,48,Reduced,No,Other soil characterisitics,0,2015,2015,"Mean percentages of (a) soil organic C (SOC) present as soil
microbial biomass C (MBC) measured at tree row at 5-20  cm depth",19.145,0.007605326878840143,2.9286410399358232e-5
8,Soil quality,soil microbial biomass C,%,20.852,0.08,0.39191835884530846,24,20.826999999999998,0.08,0.39191835884530846,24,284,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.66666666666666663,NA,48,Reduced,No,Other soil characterisitics,1,2015,2015,"Mean percentages of (a) soil organic C (SOC) present as soil
microbial biomass C (MBC) measured at 1m at 5-20 cm depth",19.145,0.001199645048980515,2.9473780771076705e-5
8,Soil quality,soil microbial biomass C,%,20.785,0.11,0.5388877434122992,24,20.826999999999998,0.08,0.39191835884530846,24,285,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.66666666666666663,NA,48,Reduced,No,Other soil characterisitics,7,2015,2015,"Mean percentages of (a) soil organic C (SOC) present as soil
microbial biomass C (MBC) measured at 7m at 5-20 cm depth",19.145,-0.0020186491522783566,4.276277674528484e-5
8,Soil quality,Relative abundance of fungal biomass,%,20.055,0.12,0.5878775382679626,24,19.805,0.09,0.440908153700972,24,286,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.66666666666666663,NA,48,Reduced,No,Other soil characterisitics,0,2015,2015,Mean percentages ofergosterol to MBC ratios measured at tree row at 0-5 cm,19.145,0.012544068148136243,5.645353981380739e-5
8,Soil quality,Relative abundance of fungal biomass,%,19.805,0.09,0.440908153700972,24,19.805,0.09,0.440908153700972,24,287,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.66666666666666663,NA,48,Reduced,No,Other soil characterisitics,1,2015,2015,Mean percentages ofergosterol to MBC ratios measured at 1m at 0-5 cm,19.145,0,4.130145209659364e-5
8,Soil quality,Relative abundance of fungal biomass,%,19.785,0.09,0.440908153700972,24,19.805,0.09,0.440908153700972,24,288,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.66666666666666663,NA,48,Reduced,No,Other soil characterisitics,7,2015,2015,Mean percentages ofergosterol to MBC ratios measured at 7 m at 0-5 cm,19.145,-0.0010103562364923173,4.1343223466045575e-5
8,Soil quality,Relative abundance of fungal biomass,%,19.788999999999998,0.07,0.34292856398964494,24,19.755,0.06,0.2939387691339813,24,289,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.66666666666666663,NA,48,Reduced,No,Other soil characterisitics,0,2015,2015,Mean percentages ofergosterol to MBC ratios measured at tree row at 5-20 cm,19.145,0.0017196039034125927,2.1737242566726805e-5
8,Soil quality,Relative abundance of fungal biomass,%,19.724999999999998,0.06,0.2939387691339813,24,19.755,0.06,0.2939387691339813,24,290,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.66666666666666663,NA,48,Reduced,No,Other soil characterisitics,1,2015,2015,Mean percentages ofergosterol to MBC ratios measured at 1m at 5-20 cm,19.145,-0.0015197571314161883,1.8477318802437228e-5
8,Soil quality,Relative abundance of fungal biomass,%,19.665,0.05,0.2449489742783178,24,19.755,0.06,0.2939387691339813,24,291,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.66666666666666663,NA,48,Reduced,No,Other soil characterisitics,7,2015,2015,Mean percentages ofergosterol to MBC ratios measured at 7 m at 5-20 cm,19.145,-0.004566217979581195,1.568937443622211e-5
8,Soil quality,Soil microbial activities (βglucosidase),nmol mg-1,56.619,2.403000000000006,11.772247703815982,24,49.123999999999995,2.03,9.944928355699702,24,292,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.66666666666666663,NA,48,Reduced,No,Other soil characterisitics,0,2015,2015,Mean percentages ofmicrobial activities (enzyme activities) measured at tree row at 0-5 cm,19.145,0.14199690417597438,0.0035089606656119173
8,Soil quality,Soil microbial activities (βglucosidase),nmol mg-1,47.482,1.7240000000000002,8.445840633116399,24,49.123999999999995,2.03,9.944928355699702,24,293,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.66666666666666663,NA,48,Reduced,No,Other soil characterisitics,1,2015,2015,Mean percentages ofmicrobial activities (enzyme activities) measured at tree row at 0-5 cm,19.145,-0.033997021894661424,0.0030259795508576206
8,Soil quality,Soil microbial activities (βglucosidase),nmol mg-1,46.25,1.7289999999999992,8.470335530544226,24,49.123999999999995,2.03,9.944928355699702,24,294,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.66666666666666663,NA,48,Reduced,No,Other soil characterisitics,7,2015,2015,Mean percentages ofmicrobial activities (enzyme activities) measured at tree row at 0-5 cm,19.145,-0.0602862497897034,0.0031052199698839208
8,Soil quality,Soil microbial activities (βglucosidase),nmol mg-1,45.018,2.0410000000000004,9.998817130040933,24,46.866,2.03,9.944928355699702,24,295,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.66666666666666663,NA,48,Reduced,No,Other soil characterisitics,0,2015,2015,Mean percentages of microbial activities (enzyme activities)  measured at tree row at 5-20  cm depth,19.145,-0.04023005606456855,0.0039316694702272465
8,Soil quality,Soil microbial activities (βglucosidase),nmol mg-1,45.736000000000004,1.8339999999999996,8.984728376528695,24,46.866,2.03,9.944928355699702,24,296,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.66666666666666663,NA,48,Reduced,No,Other soil characterisitics,1,2015,2015,Mean percentages of microbial activities (enzyme activities)  measured at tree row at 5-20  cm depth,19.145,-0.02440673189454504,0.003484173916631945
8,Soil quality,Soil microbial activities (βglucosidase),nmol mg-1,45.531,1.94,9.50402020199873,24,46.866,2.03,9.944928355699702,24,297,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.66666666666666663,NA,48,Reduced,No,Other soil characterisitics,7,2015,2015,Mean percentages of microbial activities (enzyme activities)  measured at tree row at 5-20  cm depth,19.145,-0.02889905321019681,0.003691657787369621
8,Soil quality,Soil microbial activities (βglucosidase),nmol mg-1,22.541,0.43,2.106561178793533,24,21.881,0.33,1.6166632302368975,24,298,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.66666666666666663,NA,48,Reduced,No,Other soil characterisitics,0,2015,2015,Mean percentages ofmicrobial activities (s β-xylosidases) measured at tree row at 0-5 cm,19.145,0.029717192851308832,5.913611039086335e-4
8,Soil quality,Soil microbial activities (βglucosidase),nmol mg-1,21.954,0.34,1.665653025092561,24,21.881,0.33,1.6166632302368975,24,299,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.66666666666666663,NA,48,Reduced,No,Other soil characterisitics,1,2015,2015,Mean percentages ofmicrobial activities (s β-xylosidases) measured at tree row at 0-5 cm,19.145,0.0033306749166105297,4.6729889809400286e-4
8,Soil quality,Soil microbial activities (βglucosidase),nmol mg-1,21.493,0.29,1.420704050814243,24,21.881,0.33,1.6166632302368975,24,300,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.66666666666666663,NA,48,Reduced,No,Other soil characterisitics,7,2015,2015,Mean percentages ofmicrobial activities (s β-xylosidases) measured at tree row at 0-5 cm,19.145,-0.017891379623375652,4.095086933157666e-4
8,Soil quality,Soil microbial activities (βglucosidase),nmol mg-1,21.367,0.27,1.322724461102916,24,21.409,0.26,1.2737346662472526,24,301,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.66666666666666663,NA,48,Reduced,No,Other soil characterisitics,0,2015,2015,Mean percentages of microbial activities (β-xylosidase) measured at tree row at 5-20  cm depth,19.145,-0.0019637186037341214,3.071633525595394e-4
8,Soil quality,Soil microbial activities (βglucosidase),nmol mg-1,21.43,0.25,1.224744871391589,24,21.409,0.26,1.2737346662472526,24,302,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.66666666666666663,NA,48,Reduced,No,Other soil characterisitics,1,2015,2015,Mean percentages of microbial activities (β-xylosidase) measured at tree row at 5-20  cm depth,19.145,9.804151209003309e-4,2.835800292293611e-4
8,Soil quality,Soil microbial activities (βglucosidase),nmol mg-1,21.252,0.27,1.322724461102916,24,21.409,0.26,1.2737346662472526,24,303,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.66666666666666663,NA,48,Reduced,No,Other soil characterisitics,7,2015,2015,Mean percentages of microbial activities (β-xylosidase) measured at tree row at 5-20  cm depth,19.145,-0.007360385775888548,3.088961265064748e-4
8,Soil quality,Soil microbial activities (βglucosidase),nmol mg-1,26.335,0.36,1.763632614803888,24,23.445,0.26,1.2737346662472526,24,304,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.66666666666666663,NA,48,Reduced,No,Other soil characterisitics,0,2015,2015,Mean percentages ofmicrobial activities N-acetyl-β-glucosaminidase measured at tree row at 0-5 cm,19.145,0.11624160039380299,3.0985279351415055e-4
8,Soil quality,Soil microbial activities (βglucosidase),nmol mg-1,24.355,0.25,1.224744871391589,24,23.445,0.26,1.2737346662472526,24,305,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.66666666666666663,NA,48,Reduced,No,Other soil characterisitics,1,2015,2015,Mean percentages ofmicrobial activities N-acetyl-β-glucosaminidase measured at tree row at 0-5 cm,19.145,0.038079914716956396,2.283501125391871e-4
8,Soil quality,Soil microbial activities (βglucosidase),nmol mg-1,23.235,0.23,1.1267652816802618,24,23.445,0.26,1.2737346662472526,24,306,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.66666666666666663,NA,48,Reduced,No,Other soil characterisitics,7,2015,2015,Mean percentages ofmicrobial activities N-acetyl-β-glucosaminidase measured at tree row at 0-5 cm,19.145,-0.008997490004608005,2.209707415141556e-4
8,Soil quality,Soil microbial activities (βglucosidase),nmol mg-1,24.845,0.25,1.224744871391589,24,23.325,0.23,1.1267652816802618,24,307,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.66666666666666663,NA,48,Reduced,No,Other soil characterisitics,0,2015,2015,Mean percentages of microbial activities N-acetyl-β-glucosaminidase measured at tree row at 5-20  cm depth,19.145,0.06313077832087641,1.9848433291157108e-4
8,Soil quality,Soil microbial activities (βglucosidase),nmol mg-1,23.535,0.19,0.9308061022576076,24,23.325,0.23,1.1267652816802618,24,308,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.66666666666666663,NA,48,Reduced,No,Other soil characterisitics,1,2015,2015,Mean percentages of microbial activities N-acetyl-β-glucosaminidase measured at tree row at 5-20  cm depth,19.145,0.008962928119698038,1.6240736819466371e-4
8,Soil quality,Soil microbial activities (βglucosidase),nmol mg-1,23.255,0.21,1.0287856919689347,24,23.325,0.23,1.1267652816802618,24,309,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.66666666666666663,NA,48,Reduced,No,Other soil characterisitics,7,2015,2015,Mean percentages of microbial activities N-acetyl-β-glucosaminidase measured at tree row at 5-20  cm depth,19.145,-0.003005584057347208,1.7877931299869421e-4
8,Soil quality,Soil microbial activities tyrosine-aminopeptidase,nmol mg-1,31.165,0.86,4.213122357587066,24,29.155,0.67,3.2823162553294587,24,310,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.66666666666666663,NA,48,Reduced,No,Other soil characterisitics,0,2015,2015,Mean percentages ofmicrobial activities  tyrosine-aminopeptidase measured at tree row at 0-5 cm,19.145,0.066669245586694445,0.0012895961901515855
8,Soil quality,Soil microbial activities tyrosine-aminopeptidase,nmol mg-1,28.405,0.71,3.4782754347521125,24,29.155,0.67,3.2823162553294587,24,311,NA,Monoculture,Biomass-Arable,Poplar-Cereal,Summer,NS,Silty loam,0.66666666666666663,NA,48,Reduced,No,Other soil characterisitics,1,2015,2015,Mean percentages ofmicrobial activities  tyrosine-aminopeptidase measured at tree row at 0-5 cm,19.145,-0.02606123866502906,0.001152888920942439
