id_article,response_variable,measured_metrics,measured_unit,silvo_mean,silvo_se,silvo_sd,silvo_n,control_mean,control_se,control_sd,control_n,id_obs,experimental_design,comparator,tree_crop_combination_t,sub_response_variable,alley_width,distance_tree_m,study_year_start,study_year_end,comments,min_value_shift,yi,vi
5,Water quality,NO3-concentration,ppm,18.031,0.2529999999999999,1.61999043207051,41,15.854,0.9620000000000002,6.159805516410401,41,142,NA,Monoculture,Biomass-Arable,Nutrient concentration,6,NA,2009,2009,"Average NO3- concentration at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-E´ douard (sandy
soil)in 2009",19.145,0.12867066437926716,0.0038787837092920372
5,Water quality,NO3-concentration,ppm,18.082,0.5070000000000001,3.246383988378455,41,14.082,1.266,8.106355284589986,41,143,NA,Monoculture,Biomass-Arable,Nutrient concentration,6,NA,2009,2009,"Average NO3- concentration at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-E´ douard (sandy
soil)in 2009",19.145,0.2500195822182333,0.008868551869288399
5,Water quality,NO3-concentration,ppm,18.233999999999998,0.7090000000000001,4.53981508433989,41,14.739999999999998,1.367,8.753070832570703,41,144,NA,Monoculture,Biomass-Arable,Nutrient concentration,6,NA,2009,2009,"Average NO3- concentration at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-E´ douard (sandy
soil)in 2009",19.145,0.21272309640152048,0.010112782790963533
5,Water quality,NO3-concentration,ppm,17.93,0.3039999999999998,1.946549768179585,41,7.600999999999999,4.6080000000000005,29.50559648609057,41,145,NA,Monoculture,Biomass-Arable,Nutrient concentration,6,NA,2009,2009,"Average NO3- concentration at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-E´ douard (sandy
soil)in 2009",19.145,0.8581954700331382,0.3678095799240411
5,Water quality,NO3- leaching,kg N ha-1,19.055,0.03,0.19209372712298545,41,18.942,0.07200000000000001,0.4610249450951652,41,146,NA,Monoculture,Biomass-Arable,Nutrient leaching,6,NA,2009,2009,"Average NO3- leached at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-E´ douard (sandy
soil)in 2009",19.145,0.005947855521913997,1.692688977810622e-5
5,Water quality,NO3- leaching,kg N ha-1,19.133,0.012,0.07683749084919418,41,18.989,0.05299999999999999,0.3393655845839409,41,147,NA,Monoculture,Biomass-Arable,Nutrient leaching,6,NA,2009,2009,"Average NO3- leached at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-E´ douard (sandy
soil)in 2009",19.145,0.007554728759585841,8.183546607219871e-6
5,Water quality,NO3- leaching,kg N ha-1,19.133,0.005999999999999998,0.038418745424597084,41,18.989,0.07100000000000001,0.4546218208577323,41,148,NA,Monoculture,Biomass-Arable,Nutrient leaching,6,NA,2009,2009,"Average NO3- leached at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-E´ douard (sandy
soil)in 2009",19.145,0.007554728759585841,1.4078513194594649e-5
5,Water quality,NO3- leaching,kg N ha-1,19.139,0.014,0.08964373932405988,41,19.061,0.023999999999999994,0.15367498169838834,41,149,NA,Monoculture,Biomass-Arable,Nutrient leaching,6,NA,2009,2009,"Average NO3- leached at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-E´ douard (sandy
soil)in 2009",19.145,0.004083775309000288,2.1204503756804685e-6
5,Water quality,NO3- leaching,kg N ha-1,18.559,0.16800000000000004,1.075724871888719,41,18.864,0.09599999999999997,0.6146999267935533,41,150,NA,Monoculture,Biomass-Arable,Nutrient leaching,6,NA,2009,2009,"Average NO3- leached at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-E´ douard (sandy
soil)in 2009",19.145,-0.01630049719884763,1.0784105630883207e-4
5,Water quality,NO3- leaching,kg N ha-1,17.445999999999998,0.2749999999999999,1.7608591652940329,41,18.236,0.2929999999999999,1.876115401567824,41,151,NA,Monoculture,Biomass-Arable,Nutrient leaching,6,NA,2009,2009,"Average NO3- leached at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-E´ douard (sandy
soil)in 2009",19.145,-0.04428726634016832,5.066221679698487e-4
5,Water quality,NO3- leaching,kg N ha-1,18.003,0.24,1.5367498169838836,41,18.104,0.29900000000000015,1.9145341469924226,41,152,NA,Monoculture,Biomass-Arable,Nutrient leaching,6,NA,2009,2009,"Average NO3- leached at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-E´ douard (sandy
soil)in 2009",19.145,-0.005594497655750716,4.504864550682234e-4
5,Water quality,NO3- leaching,kg N ha-1,19.097,0.041999999999999996,0.2689312179721796,41,19.108999999999998,0.07800000000000001,0.4994436905197623,41,153,NA,Monoculture,Biomass-Arable,Nutrient leaching,6,NA,2009,2009,"Average NO3- leached at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-E´ douard (sandy
soil)in 2009",19.145,-6.281736059571309e-4,2.149838190880723e-5
5,Water quality,Na concentration,ppm,17.227,0.2300000000000002,1.4727185746095566,41,13.007,1.6109999999999998,10.315433146504317,41,154,NA,Monoculture,Biomass-Arable,Nutrient concentration,6,NA,2008,2009,"Average sodium concentration at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-E´ douard (sandy
soil)in 2008",19.145,0.2809902463826285,0.015518656912765225
5,Water quality,Na concentration,ppm,17.61,0.15300000000000002,0.979678008327226,41,10.934999999999999,1.9179999999999993,12.281192287396198,41,155,NA,Monoculture,Biomass-Arable,Nutrient concentration,6,NA,2008,2009,"Average sodium concentration at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-E´ douard (sandy
soil)in 2008",19.145,0.47649826837938364,0.03084067768714031
5,Water quality,Na concentration,ppm,17.687,0.22999999999999998,1.472718574609555,41,9.708,2.3790000000000013,15.233032560852756,41,156,NA,Monoculture,Biomass-Arable,Nutrient concentration,6,NA,2008,2009,"Average sodium concentration at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-E´ douard (sandy
soil)in 2008",19.145,0.5998796185883017,0.060221360411149234
5,Water quality,Na concentration,ppm,17.994,0.30699999999999994,1.9657591408918842,41,13.236999999999998,2.147999999999999,13.753910862005752,41,157,NA,Monoculture,Biomass-Arable,Nutrient concentration,6,NA,2008,2009,"Average sodium concentration at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-E´ douard (sandy
soil)in 2008",19.145,0.30702243026329334,0.026623423715801814
5,Water quality,Na concentration,ppm,17.916999999999998,0.45999999999999996,2.94543714921911,41,13.697,1.7639999999999993,11.29511115483154,41,158,NA,Monoculture,Biomass-Arable,Nutrient concentration,6,NA,2008,2009,"Average sodium concentration at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-E´ douard (sandy
soil)in 2008",19.145,0.26857315206507665,0.017245326502735553
5,Water quality,Na concentration,ppm,17.841,0.3839999999999999,2.4587997071742134,41,6.254999999999999,3.9130000000000003,25.05542514107474,41,159,NA,Monoculture,Biomass-Arable,Nutrient concentration,6,NA,2008,2009,"Average sodium concentration at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-E´ douard (sandy
soil)in 2008",19.145,1.048118035473692,0.3918130155361035
5,Water quality,Na concentration,ppm,16.383,0.15399999999999991,0.9860811325646581,41,2.571999999999999,4.065999999999999,26.035103149401955,41,160,NA,Monoculture,Biomass-Arable,Nutrient concentration,6,NA,2008,2009,"Average sodium concentration at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-E´ douard (sandy
soil)in 2008",19.145,1.8515604054627537,2.499241217801352
5,Water quality,Na concentration,ppm,18.070999999999998,0.15399999999999991,0.9860811325646581,41,13.391,2.8390000000000004,18.17846971007186,41,161,NA,Monoculture,Biomass-Arable,Nutrient concentration,6,NA,2008,2009,"Average sodium concentration at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-E´ douard (sandy
soil)in 2008",19.145,0.2997256039025977,0.04502004315759047
5,Water quality,Na concentration,ppm,17.687,0.383,2.452396582936781,41,6.177999999999999,3.2219999999999995,20.630866293008634,41,162,NA,Monoculture,Biomass-Arable,Nutrient concentration,6,NA,2008,2009,"Average sodium concentration at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-E´ douard (sandy
soil)in 2008",19.145,1.051835311956267,0.2724603671632388
5,Water quality,Na concentration,ppm,17.916999999999998,0.383,2.452396582936781,41,7.405999999999999,3.9129999999999985,25.055425141074725,41,163,NA,Monoculture,Biomass-Arable,Nutrient concentration,6,NA,2008,2009,"Average sodium concentration at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-E´ douard (sandy
soil)in 2008",19.145,0.8834595003263399,0.27961636371435866
5,Water quality,Na concentration,ppm,18.070999999999998,0.3839999999999999,2.4587997071742134,41,11.933,2.9160000000000004,18.671510276354187,41,164,NA,Monoculture,Biomass-Arable,Nutrient concentration,6,NA,2008,2009,"Average sodium concentration at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-E´ douard (sandy
soil)in 2008",19.145,0.41500077202850816,0.06016548613276551
5,Water quality,Na leaching,kg N ha-1,18.239,0.11699999999999988,0.7491655357796425,41,15.050999999999998,0.9349999999999996,5.986921161999711,41,165,NA,Monoculture,Biomass-Arable,Nutrient leaching,6,NA,2008,2009,"Average sodium leached at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-E´ douard (sandy
soil)in 2008",19.145,0.19211772441163513,0.003900307545748555
5,Water quality,Na leaching,kg N ha-1,18.794,0.057999999999999996,0.37138120577110517,41,17.244,0.43799999999999994,2.8045684159955875,41,166,NA,Monoculture,Biomass-Arable,Nutrient leaching,6,NA,2008,2009,"Average sodium leached at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-E´ douard (sandy
soil)in 2008",19.145,0.08607341307598512,6.546910298520258e-4
5,Water quality,Na leaching,kg N ha-1,17.537,0.1459999999999999,0.9348561386651953,41,11.543,1.9589999999999996,12.543720381130948,41,167,NA,Monoculture,Biomass-Arable,Nutrient leaching,6,NA,2008,2009,"Average sodium leached at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-E´ douard (sandy
soil)in 2008",19.145,0.41823374205438035,0.02887189578339607
5,Water quality,Na leaching,kg N ha-1,18.589,0.1459999999999999,0.9348561386651953,41,17.361,0.643,4.1172088846693216,41,168,NA,Monoculture,Biomass-Arable,Nutrient leaching,6,NA,2008,2009,"Average sodium leached at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-E´ douard (sandy
soil)in 2008",19.145,0.06834369666519544,0.0014334291134560032
5,Water quality,Na leaching,kg N ha-1,18.239,0.11699999999999988,0.7491655357796425,41,14.379,1.3739999999999997,8.797892702232732,41,169,NA,Monoculture,Biomass-Arable,Nutrient leaching,6,NA,2008,2009,"Average sodium leached at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-E´ douard (sandy
soil)in 2008",19.145,0.23779334973625682,0.009172102788911469
5,Water quality,Na leaching,kg N ha-1,18.092,0.08699999999999997,0.5570718086566576,41,12.449,1.6370000000000005,10.481914376677576,41,170,NA,Monoculture,Biomass-Arable,Nutrient leaching,6,NA,2008,2009,"Average sodium leached at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-E´ douard (sandy
soil)in 2008",19.145,0.3738295532159477,0.017314455149796213
5,Water quality,Na leaching,kg N ha-1,18.589,0.08699999999999997,0.5570718086566576,41,15.928999999999998,0.819,5.244158750457503,41,171,NA,Monoculture,Biomass-Arable,Nutrient leaching,6,NA,2008,2009,"Average sodium leached at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-E´ douard (sandy
soil)in 2008",19.145,0.15442866061250576,0.0026654739347599585
5,Water quality,Na leaching,kg N ha-1,18.97,0.08800000000000002,0.5634749328940908,41,17.8,0.351,2.2474966073389298,41,172,NA,Monoculture,Biomass-Arable,Nutrient leaching,6,NA,2008,2009,"Average sodium leached at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-E´ douard (sandy
soil)in 2008",19.145,0.0636603266488832,4.1036237510078984e-4
5,Water quality,Na leaching,kg N ha-1,18.502,0.05899999999999994,0.37778433000853767,41,14.379,1.3159999999999998,8.426511496461627,41,173,NA,Monoculture,Biomass-Arable,Nutrient leaching,6,NA,2008,2009,"Average sodium leached at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-E´ douard (sandy
soil)in 2008",19.145,0.25211002550352285,0.008386510925069852
5,Water quality,Na leaching,kg N ha-1,18.94,0.087,0.5570718086566577,41,17.625,0.5270000000000001,3.374446473127112,41,174,NA,Monoculture,Biomass-Arable,Nutrient leaching,6,NA,2008,2009,"Average sodium leached at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-E´ douard (sandy
soil)in 2008",19.145,0.07195773905959987,9.151522224010295e-4
5,Water quality,Na concentration,ppm,18.016,0.32299999999999995,2.06820912869081,41,1.8870000000000005,5,32.01562118716424,41,175,NA,Monoculture,Biomass-Arable,Nutrient concentration,6,NA,2009,2009,"Average sodium concentration at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-E´ douard (sandy
soil)in 2009",19.145,2.2562719855708666,7.021276736278216
5,Water quality,Na concentration,ppm,17.855,0.08099999999999996,0.5186530632320605,41,2.1290000000000013,4.597000000000001,29.435162119478814,41,176,NA,Monoculture,Biomass-Arable,Nutrient concentration,6,NA,2009,2009,"Average sodium concentration at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-E´ douard (sandy
soil)in 2009",19.145,2.1266311951350687,4.6622934141081895
5,Water quality,Na concentration,ppm,17.774,0.08099999999999996,0.5186530632320605,41,1,5.565000000000001,35.63338638131381,41,177,NA,Monoculture,Biomass-Arable,Nutrient concentration,6,NA,2009,2009,"Average sodium concentration at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-E´ douard (sandy
soil)in 2009",19.145,2.8777367153162836,30.969245768239645
5,Water quality,Na concentration,ppm,17.855,0.08099999999999996,0.5186530632320605,41,8.661,2.5,16.00781059358212,41,178,NA,Monoculture,Biomass-Arable,Nutrient concentration,6,NA,2009,2009,"Average sodium concentration at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-E´ douard (sandy
soil)in 2009",19.145,0.723453391697504,0.0833395593745672
5,Water quality,Na concentration,ppm,18.016,0.16100000000000003,1.0309030022266887,41,10.758,2.5,16.00781059358212,41,179,NA,Monoculture,Biomass-Arable,Nutrient concentration,6,NA,2009,2009,"Average sodium concentration at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-E´ douard (sandy
soil)in 2009",19.145,0.5156105881062291,0.054082743022085426
5,Water quality,Na concentration,ppm,16.887,0.32299999999999995,2.06820912869081,41,7.855,2.662000000000001,17.04511672004625,41,180,NA,Monoculture,Biomass-Arable,Nutrient concentration,6,NA,2009,2009,"Average sodium concentration at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-E´ douard (sandy
soil)in 2009",19.145,0.7653938234424148,0.11521392331731996
5,Water quality,Na concentration,ppm,16.887,0.16100000000000003,1.0309030022266887,41,7.450999999999999,3.1449999999999996,20.137825726726305,41,181,NA,Monoculture,Biomass-Arable,Nutrient concentration,6,NA,2009,2009,"Average sodium concentration at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-E´ douard (sandy
soil)in 2009",19.145,0.818195843578409,0.17825170404880883
5,Water quality,Na concentration,ppm,16.887,0.484,3.0991121309174985,41,4.145,4.355,27.88560605402006,41,182,NA,Monoculture,Biomass-Arable,Nutrient concentration,6,NA,2009,2009,"Average sodium concentration at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-E´ douard (sandy
soil)in 2009",19.145,1.4046413065627412,1.1047151437069702
5,Water quality,Na concentration,ppm,17.692999999999998,0.242,1.5495560654587492,41,4.709999999999999,4.758999999999999,30.472468245942917,41,183,NA,Monoculture,Biomass-Arable,Nutrient concentration,6,NA,2009,2009,"Average sodium concentration at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-E´ douard (sandy
soil)in 2009",19.145,1.3234811731025395,1.0211021049039872
5,Water quality,Na leaching,kg N ha-1,18.779,0.423,2.7085215524340946,41,14.835,1.2110000000000003,7.754183451531182,41,184,NA,Monoculture,Biomass-Arable,Nutrient leaching,6,NA,2009,2009,"Average sodium leached at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-E´ douard (sandy
soil)in 2009",19.145,0.23574997048328403,0.007171048329304254
5,Water quality,Na leaching,kg N ha-1,18.807,0.394,2.5228309495485424,41,15.004,1.0979999999999999,7.030630412701266,41,185,NA,Monoculture,Biomass-Arable,Nutrient leaching,6,NA,2009,2009,"Average sodium leached at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-E´ douard (sandy
soil)in 2009",19.145,0.22591230874030027,0.0057942710993156964
5,Water quality,Na leaching,kg N ha-1,18.694,0.563,3.6049589456746935,41,14.413,1.3810000000000002,8.842714571894765,41,186,NA,Monoculture,Biomass-Arable,Nutrient leaching,6,NA,2009,2009,"Average sodium leached at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-E´ douard (sandy
soil)in 2009",19.145,0.2600720396594259,0.010087769429257463
5,Water quality,Na leaching,kg N ha-1,18.779,0.479,3.067096509730334,41,16.244,0.7330000000000001,4.693490066038279,41,187,NA,Monoculture,Biomass-Arable,Nutrient leaching,6,NA,2009,2009,"Average sodium leached at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-E´ douard (sandy
soil)in 2009",19.145,0.14501561440201802,0.00268682533139779
5,Water quality,Na leaching,kg N ha-1,18.469,0.817,5.231352501982637,41,15.962,0.7040000000000002,4.507799463152726,41,188,NA,Monoculture,Biomass-Arable,Nutrient leaching,6,NA,2009,2009,"Average sodium leached at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-E´ douard (sandy
soil)in 2009",19.145,0.14588275343995735,0.003902078026104296
5,Water quality,Na leaching,kg N ha-1,18.075,1.155,7.39560849423494,41,14.806999999999999,1.0419999999999998,6.672055455405027,41,189,NA,Monoculture,Biomass-Arable,Nutrient leaching,6,NA,2009,2009,"Average sodium leached at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-E´ douard (sandy
soil)in 2009",19.145,0.19942972611824664,0.009035498484632812
5,Water quality,Na leaching,kg N ha-1,18.018,1.239,7.9334709301793,41,13.707999999999998,1.3519999999999994,8.657023969009208,41,190,NA,Monoculture,Biomass-Arable,Nutrient leaching,6,NA,2009,2009,"Average sodium leached at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-E´ douard (sandy
soil)in 2009",19.145,0.27339165421688594,0.014456154441165901
5,Water quality,Na leaching,kg N ha-1,18.525,0.704,4.507799463152725,41,15.37,1.1549999999999998,7.3956084942349385,41,191,NA,Monoculture,Biomass-Arable,Nutrient leaching,6,NA,2009,2009,"Average sodium leached at each sampling date, and average leaching losses per sampling step, in non-trenched versus trenched plots at St-E´ douard (sandy
soil)in 2009",19.145,0.186703613631646,0.007091184925692149
6,Pest and Disease,Disease,µg/kg dry barley grain,19.145,3.47,25.967102264211153,56,45.515,4.59,34.34841481058478,56,192,NA,Monoculture,Biomass-Arable,Disease,48,4,2016,2017,Mycotoxin (toxic compounds produced by certain fungi)- Fusaric acid concentrations in barley,19.145,-0.8660003570279943,0.04302086130292175
6,Pest and Disease,Disease,µg/kg dry barley grain,19.215,3.45,25.817435968740195,56,45.515,4.59,34.34841481058478,56,193,NA,Monoculture,Biomass-Arable,Disease,48,7,2016,2017,Mycotoxin (toxic compounds produced by certain fungi)- Fusaric acid concentrations in barley,19.145,-0.8623507179404449,0.04240709784549157
6,Pest and Disease,Disease,µg/kg dry barley grain,45.515,4.59,34.34841481058478,56,45.515,4.59,34.34841481058478,56,194,NA,Monoculture,Biomass-Arable,Disease,48,24,2016,2017,Mycotoxin (toxic compounds produced by certain fungi)- Fusaric acid concentrations in barley,19.145,0,0.02033978100349209
6,Pest and Disease,Disease,µg/kg dry barley grain,1132.845,480.3,3594.236085735048,56,3026.095,2129.93,15938.93663562284,56,195,NA,Monoculture,Biomass-Arable,Disease,48,24,2016,2017,Abundance of (A) Verticillium longisporum in oilseed rape plant,19.145,-0.9825408417090792,0.6751672143202393
6,Pest and Disease,Disease,µg/kg dry barley grain,60.605000000000004,39.74,297.3869291007929,56,116.05499999999999,136.67,1022.744630100789,56,196,NA,Monoculture,Biomass-Arable,Disease,48,24,2016,2017,"Abundance of Fusarium tricinctum in 
wheat",19.145,-0.6496868187470519,1.8167861210973524
6,Pest and Disease,Disease,µg/kg dry barley grain,25.605,8.56,64.05717446156989,56,116.05499999999999,0.57,4.265489420922293,56,197,NA,Monoculture,Biomass-Arable,Disease,48,24,2016,2017,Abundance of Fusarium tricinctum in barley,19.145,-1.5112765717550138,0.11178710143040192
6,Pest and Disease,Disease,µg/kg dry barley grain,35.955,21.92,164.0342598361696,56,52.205,49.59,371.0975796202395,56,198,NA,Monoculture,Biomass-Arable,Disease,48,24,2016,2017,Mycotoxin (DON) concentration in barley,19.145,-0.37291011918761635,1.2740014160986597
6,Pest and Disease,Disease,µg/kg dry barley grain,108.035,129.17,966.6197692991799,56,52.485,47.23,353.4369567546665,56,199,NA,Monoculture,Biomass-Arable,Disease,48,24,2016,2017,Mycotoxin (DON) concentration in wheat,19.145,0.7219278342098723,2.2393106914533454
6,Pest and Disease,Disease,µg/kg dry barley grain,49.545,21.52,161.04093392675043,56,38.754999999999995,29.02,217.16579472835954,56,200,NA,Monoculture,Biomass-Arable,Disease,48,24,2016,2017,Mycotoxin (NIV) concentration in wheat,19.145,0.24562156777738803,0.7493735213079469
6,Pest and Disease,Disease,µg/kg dry barley grain,36.114999999999995,8.96,67.05050037098904,56,29.695,15.83,118.46087286526298,56,201,NA,Monoculture,Biomass-Arable,Disease,48,24,2016,2017,Mycotoxin (Fusaric acid) concentration in barley,19.145,0.19572961003498643,0.34573288987553663
6,Pest and Disease,Disease,µg/kg dry barley grain,138.185,128.89,964.5244411625865,56,170.10500000000002,167.32,1252.1082279100317,56,202,NA,Monoculture,Biomass-Arable,Disease,48,24,2016,2017,Mycotoxin (Fusaric acid) concentration in wheat,19.145,-0.20782252635100662,1.8375183384746803
6,Pest and Disease,Disease,µg/kg dry barley grain,22.225,4.19,31.35508890116563,56,38.795,29.03,217.24062787609503,56,203,NA,Monoculture,Biomass-Arable,Disease,48,24,2016,2017,Mycotoxin (Fumonisini B1) concentration in wheat,19.145,-0.5570735909459443,0.5954835911745929
6,Pest and Disease,Disease,µg/kg dry barley grain,122.685,136.92,1024.615458794176,56,168.335,223.78,1674.6161800245452,56,204,NA,Monoculture,Biomass-Arable,Disease,48,24,2016,2017,Mycotoxin (Enniatin B) concentration in barley,19.145,-0.3163359466932876,3.0127529144780745
6,Pest and Disease,Disease,µg/kg dry barley grain,53.974999999999994,43.43,325.00036061518455,56,104.925,104.48,781.8567275402828,56,205,NA,Monoculture,Biomass-Arable,Disease,48,24,2016,2017,Mycotoxin (Enniatin B) concentration in wheat,19.145,-0.6647248328187836,1.6389680295935367
7,Biodiversity,Relative abundance of Ascomycota,%,68.765,7.58,15.16,4,88.46499999999999,9.85,19.7,4,208,NA,Monoculture,Biomass-Arable,Fungi,48,0,2019,2019,Relative abundance of Ascomycota at 0 m in Dornburg,19.145,-0.251912098998295,0.02454813019075152
7,Biodiversity,Relative abundance of Ascomycota,%,74.445,24.52,49.04,4,88.46499999999999,9.85,19.7,4,209,NA,Monoculture,Biomass-Arable,Fungi,48,1,2019,2019,Relative abundance of Ascomycota at 1 m in Dornburg,19.145,-0.17254639585745227,0.1208824105580057
7,Biodiversity,Relative abundance of Ascomycota,%,76.345,16.28,32.56,4,88.46499999999999,9.85,19.7,4,210,NA,Monoculture,Biomass-Arable,Fungi,48,7,2019,2019,Relative abundance of Ascomycota at 7 m in Dornburg,19.145,-0.14734445192949105,0.057869739404406234
7,Biodiversity,Relative abundance of Ascomycota,%,82.405,19.32,38.64,4,88.46499999999999,9.85,19.7,4,211,NA,Monoculture,Biomass-Arable,Fungi,48,24,2019,2019,Relative abundance of Ascomycota at 24 m in Dornburg,19.145,-0.07096087887882263,0.06736501135509398
7,Biodiversity,Relative abundance of Ascomycota,%,59.295,15.91,31.82,4,100.585,3.79,7.58,4,212,NA,Monoculture,Biomass-Arable,Fungi,48,0,2019,2019,Relative abundance of Ascomycota at 0 m in Forst,19.145,-0.5284781557637765,0.07341506140227856
7,Biodiversity,Relative abundance of Ascomycota,%,93.765,4.17,8.34,4,100.585,3.79,7.58,4,213,NA,Monoculture,Biomass-Arable,Fungi,48,1,2019,2019,Relative abundance of Ascomycota at 1 m in Forst,19.145,-0.07021148912864975,0.00339758777507615
7,Biodiversity,Relative abundance of Ascomycota,%,97.935,5.68,11.36,4,100.585,3.79,7.58,4,214,NA,Monoculture,Biomass-Arable,Fungi,48,7,2019,2019,Relative abundance of Ascomycota at 7 m in Forst,19.145,-0.026699147873828516,0.004783477913617067
7,Biodiversity,Relative abundance of Ascomycota,%,93.765,5.68,11.36,4,100.585,3.79,7.58,4,215,NA,Monoculture,Biomass-Arable,Fungi,48,24,2019,2019,Relative abundance of Ascomycota at 24 m in Forst,19.145,-0.07021148912864975,0.005089320155183945
7,Biodiversity,Relative abundance of Ascomycota,%,82.025,9.09,18.18,4,93.38499999999999,5.31,10.62,4,216,NA,Monoculture,Biomass-Arable,Fungi,48,0,2019,2019,Relative abundance of Ascomycota at 0 m in Wendhausen,19.145,-0.12970665391840483,0.015514260598389505
7,Biodiversity,Relative abundance of Ascomycota,%,86.945,12.5,25,4,93.38499999999999,5.31,10.62,4,217,NA,Monoculture,Biomass-Arable,Fungi,48,1,2019,2019,Relative abundance of Ascomycota at 1 m in Wendhausen,19.145,-0.07145499793153808,0.023902756135559956
7,Biodiversity,Relative abundance of Ascomycota,%,94.52499999999999,6.44,12.88,4,93.38499999999999,5.31,10.62,4,218,NA,Monoculture,Biomass-Arable,Fungi,48,7,2019,2019,Relative abundance of Ascomycota at 7 m in Wendhausen,19.145,0.012133617011426161,0.00787493040837028
7,Biodiversity,Relative abundance of Ascomycota,%,89.225,7.19,14.38,4,93.38499999999999,5.31,10.62,4,219,NA,Monoculture,Biomass-Arable,Fungi,48,24,2019,2019,Relative abundance of Ascomycota at 24 m in Wendhausen,19.145,-0.045569463389346226,0.00972680363022143
7,Biodiversity,Relative abundance of Basidiomycota,%,67.255,9.09,18.18,4,38.465,9.47,18.94,4,220,NA,Monoculture,Biomass-Arable,Fungi,48,0,2019,2019,Relative abundance of  Basidiomycota  at 0 m in Dornburg,19.145,0.5587426282496467,0.07888085631730768
7,Biodiversity,Relative abundance of Basidiomycota,%,57.785,26.13,52.26,4,38.465,9.47,18.94,4,221,NA,Monoculture,Biomass-Arable,Fungi,48,1,2019,2019,Relative abundance of  Basidiomycota  at 1 m in Dornburg,19.145,0.4069804895165065,0.2650923170712055
7,Biodiversity,Relative abundance of Basidiomycota,%,50.205,20.08,40.16,4,38.465,9.47,18.94,4,222,NA,Monoculture,Biomass-Arable,Fungi,48,7,2019,2019,Relative abundance of  Basidiomycota  at 7 m in Dornburg,19.145,0.2663658864205015,0.22058150975231816
7,Biodiversity,Relative abundance of Basidiomycota,%,48.315,21.21,42.42,4,38.465,9.47,18.94,4,223,NA,Monoculture,Biomass-Arable,Fungi,48,24,2019,2019,Relative abundance of  Basidiomycota  at 24 m in Dornburg,19.145,0.22799333454037365,0.2533291983989632
