ID.P,STUDY.NO,ID.S,...4,AUTHOR,TITLE,STUDY.LOC.COUNTRY,STUDY.LOC.SPEC,STUDY.LOC.SPEC.COORDS,...10,CROP.SPECIES,CROP.GENUS.GROUP,CROP.SPECIES.GROUP,BROAD.CATEGORIES.CROP.SPECIES,CROP.OUTPUT.GROUP
24,NA,4,NA,"Cardinael, R., Chevallier, T., Cambou, A., Béral, C., Barthès, B. G., Dupraz, C., Durand, C., Kouakoua, E. and Chenu, C.",Increased soil organic carbon stocks under agroforestry: A survey of six different sites in France,France,Several locations,Vézénobres,NA,Solanum tuberosum,Solanum,tuberosum,NA,Roots and tuber crops
24,NA,4,NA,"Cardinael, R., Chevallier, T., Cambou, A., Béral, C., Barthès, B. G., Dupraz, C., Durand, C., Kouakoua, E. and Chenu, C.",Increased soil organic carbon stocks under agroforestry: A survey of six different sites in France,France,Several locations,Vézénobres,NA,Allium sativum,Allium,sativum,NA,NA
24,NA,5,NA,"Cardinael, R., Chevallier, T., Cambou, A., Béral, C., Barthès, B. G., Dupraz, C., Durand, C., Kouakoua, E. and Chenu, C.",Increased soil organic carbon stocks under agroforestry: A survey of six different sites in France,France,Several locations,Restinclières,NA,Triticum durum,Triticum,durum,NA,Cereals
24,NA,5,NA,"Cardinael, R., Chevallier, T., Cambou, A., Béral, C., Barthès, B. G., Dupraz, C., Durand, C., Kouakoua, E. and Chenu, C.",Increased soil organic carbon stocks under agroforestry: A survey of six different sites in France,France,Several locations,Restinclières,NA,Brassica napus subsp. napus,Brassica,napus subsp. napus,NA,Oil crops
24,NA,5,NA,"Cardinael, R., Chevallier, T., Cambou, A., Béral, C., Barthès, B. G., Dupraz, C., Durand, C., Kouakoua, E. and Chenu, C.",Increased soil organic carbon stocks under agroforestry: A survey of six different sites in France,France,Several locations,Restinclières,NA,Cicer arietinum,Cicer,arietinum,NA,Pulses
24,NA,6,NA,"Cardinael, R., Chevallier, T., Cambou, A., Béral, C., Barthès, B. G., Dupraz, C., Durand, C., Kouakoua, E. and Chenu, C.",Increased soil organic carbon stocks under agroforestry: A survey of six different sites in France,France,Several locations,Theix,NA,Lolium spp.,Lolium,spp.,NA,Forage crops
24,NA,6,NA,"Cardinael, R., Chevallier, T., Cambou, A., Béral, C., Barthès, B. G., Dupraz, C., Durand, C., Kouakoua, E. and Chenu, C.",Increased soil organic carbon stocks under agroforestry: A survey of six different sites in France,France,Several locations,Theix,NA,Festuca spp.,Festuca,spp.,NA,Forage crops
37,NA,23,NA,"García de Jalón, S., Burgess, P. J., Graves, A., Moreno, G., McAdam, J., Pottier, E., Novak, S., Bondesan, V., Mosquera-Losada, R., Crous-Durán, J., Palma, J. H. N., Paulo, J. A., Oliveira, T. S., Cirou, E., Hannachi, Y., Pantera, A., Wartelle, R., Kay, S., Malignier, N., Van Lerberghe, P., Tsonkova, P., Mirck, J., Rois, M., Kongsted, A. G., Thenail, C., Luske, B., Berg, S., Gosme, M. and Vityi, A.",How is agroforestry perceived in Europe? An assessment of positive and negative aspects by stakeholders,Europe,Several locations,France,NA,Triticum durum,Triticum,durum,NA,Cereals
37,NA,23,NA,"García de Jalón, S., Burgess, P. J., Graves, A., Moreno, G., McAdam, J., Pottier, E., Novak, S., Bondesan, V., Mosquera-Losada, R., Crous-Durán, J., Palma, J. H. N., Paulo, J. A., Oliveira, T. S., Cirou, E., Hannachi, Y., Pantera, A., Wartelle, R., Kay, S., Malignier, N., Van Lerberghe, P., Tsonkova, P., Mirck, J., Rois, M., Kongsted, A. G., Thenail, C., Luske, B., Berg, S., Gosme, M. and Vityi, A.",How is agroforestry perceived in Europe? An assessment of positive and negative aspects by stakeholders,Europe,Several locations,France,NA,Cicer arietinum,Cicer,arietinum,NA,Pulses
37,NA,23,NA,"García de Jalón, S., Burgess, P. J., Graves, A., Moreno, G., McAdam, J., Pottier, E., Novak, S., Bondesan, V., Mosquera-Losada, R., Crous-Durán, J., Palma, J. H. N., Paulo, J. A., Oliveira, T. S., Cirou, E., Hannachi, Y., Pantera, A., Wartelle, R., Kay, S., Malignier, N., Van Lerberghe, P., Tsonkova, P., Mirck, J., Rois, M., Kongsted, A. G., Thenail, C., Luske, B., Berg, S., Gosme, M. and Vityi, A.",How is agroforestry perceived in Europe? An assessment of positive and negative aspects by stakeholders,Europe,Several locations,France,NA,Brassica napus subsp. napus,Brassica,napus subsp. napus,NA,Oil crops
38,17,1,NA,"Garcia de Jalon, S., Graves, A., Palma, J. H. N., Williams, A., Upson, M. and Burgess, P. J.","Modelling and valuing the environmental impacts of arable, forestry and agroforestry systems: a case study",United Kingdom,Bedfordshire,Silsoe,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
38,NA,1,NA,"Garcia de Jalon, S., Graves, A., Palma, J. H. N., Williams, A., Upson, M. and Burgess, P. J.","Modelling and valuing the environmental impacts of arable, forestry and agroforestry systems: a case study",United Kingdom,Bedfordshire,Silsoe,NA,Hordeum vulgare,Hordeum,vulgare,NA,Cereals
38,NA,1,NA,"Garcia de Jalon, S., Graves, A., Palma, J. H. N., Williams, A., Upson, M. and Burgess, P. J.","Modelling and valuing the environmental impacts of arable, forestry and agroforestry systems: a case study",United Kingdom,Bedfordshire,Silsoe,NA,Brassica napus subsp. napus,Brassica,napus subsp. napus,NA,Oil crops
39,18,1,NA,"Gibbs, S., Koblents, H., Coleman, B., Gordon, A., Thevathasan, N. and Wiliams, P.",Avian diversity in a temperate tree-based intercropping system from inception to now,Canada,Ontario,Guelph,NA,Zea mays,Zea,mays,NA,Cereals
39,NA,1,NA,"Gibbs, S., Koblents, H., Coleman, B., Gordon, A., Thevathasan, N. and Wiliams, P.",Avian diversity in a temperate tree-based intercropping system from inception to now,Canada,Ontario,Guelph,NA,Glycine max,Glycine,max,NA,Pulses
39,NA,1,NA,"Gibbs, S., Koblents, H., Coleman, B., Gordon, A., Thevathasan, N. and Wiliams, P.",Avian diversity in a temperate tree-based intercropping system from inception to now,Canada,Ontario,Guelph,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
39,NA,1,NA,"Gibbs, S., Koblents, H., Coleman, B., Gordon, A., Thevathasan, N. and Wiliams, P.",Avian diversity in a temperate tree-based intercropping system from inception to now,Canada,Ontario,Guelph,NA,Hordeum vulgare,Hordeum,vulgare,NA,Cereals
40,19,1,NA,"Gillespie, A. R., Jose, S., Mengel, D. B., Hoover, W. L., Pope, P. E., Seifert, J. R., Biehle, D. J., Stall, T. and Benjamin, T. J.",Defining competition vectors in a temperate alley cropping system in the midwestern USA - 1. Production physiology,USA,Indiana,Muscatatuck,NA,Zea mays,Zea,mays,NA,Cereals
44,20,1,NA,"Graves, A. R., Burgess, P. J., Palma, J., Keesman, K. J., Werf, W. v. d., Dupraz, C., Keulen, H. v., Herzog, F. and Mayus, M.",Implementation and calibration of the parameter-sparse Yield-SAFE model to predict production and land equivalent ratio in mixed tree and crop systems under two contrasting production situations in Europe,Europe,Alès,Vézénobres,NA,Triticum durum,Triticum,durum,NA,Cereals
44,NA,1,NA,"Graves, A. R., Burgess, P. J., Palma, J., Keesman, K. J., Werf, W. v. d., Dupraz, C., Keulen, H. v., Herzog, F. and Mayus, M.",Implementation and calibration of the parameter-sparse Yield-SAFE model to predict production and land equivalent ratio in mixed tree and crop systems under two contrasting production situations in Europe,Europe,Alès,Vézénobres,NA,Asparagus officinalis,Asparagus,officinalis,NA,Vegetable crops
44,NA,1,NA,"Graves, A. R., Burgess, P. J., Palma, J., Keesman, K. J., Werf, W. v. d., Dupraz, C., Keulen, H. v., Herzog, F. and Mayus, M.",Implementation and calibration of the parameter-sparse Yield-SAFE model to predict production and land equivalent ratio in mixed tree and crop systems under two contrasting production situations in Europe,Europe,Alès,Vézénobres,NA,Sorghum spp.,Sorghum,spp.,NA,Cereals
44,NA,2,NA,"Graves, A. R., Burgess, P. J., Palma, J., Keesman, K. J., Werf, W. v. d., Dupraz, C., Keulen, H. v., Herzog, F. and Mayus, M.",Implementation and calibration of the parameter-sparse Yield-SAFE model to predict production and land equivalent ratio in mixed tree and crop systems under two contrasting production situations in Europe,Europe,Bedfordshire,Silsoe,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
44,NA,2,NA,"Graves, A. R., Burgess, P. J., Palma, J., Keesman, K. J., Werf, W. v. d., Dupraz, C., Keulen, H. v., Herzog, F. and Mayus, M.",Implementation and calibration of the parameter-sparse Yield-SAFE model to predict production and land equivalent ratio in mixed tree and crop systems under two contrasting production situations in Europe,Europe,Bedfordshire,Silsoe,NA,Hordeum vulgare,Hordeum,vulgare,NA,Cereals
44,NA,2,NA,"Graves, A. R., Burgess, P. J., Palma, J., Keesman, K. J., Werf, W. v. d., Dupraz, C., Keulen, H. v., Herzog, F. and Mayus, M.",Implementation and calibration of the parameter-sparse Yield-SAFE model to predict production and land equivalent ratio in mixed tree and crop systems under two contrasting production situations in Europe,Europe,Bedfordshire,Silsoe,NA,Brassica napus subsp. napus,Brassica,napus subsp. napus,NA,Oil crops
45,21,1,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",Spain,Several locations,Alcalá la Real,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
45,NA,2,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",Spain,Several locations,Torrijos,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
45,NA,3,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",Spain,Several locations,Ocaña,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
45,NA,4,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",Spain,Several locations,Almonacid de Zorita,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
45,NA,4,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",Spain,Several locations,Almonacid de Zorita,NA,Helianthus spp.,Helianthus,spp.,NA,Oil crops
45,NA,5,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",Spain,Several locations,El Espinar,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
45,NA,6,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",Spain,Several locations,Fontiveros,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
45,NA,7,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",Spain,Several locations,Olmedo,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
45,NA,7,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",Spain,Several locations,Olmedo,NA,Helianthus spp.,Helianthus,spp.,NA,Oil crops
45,NA,8,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",Spain,Several locations,St Maria del Campo,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
45,NA,9,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",Spain,Several locations,St Maria del Paramo,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
45,NA,9,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",Spain,Several locations,St Maria del Paramo,NA,Helianthus spp.,Helianthus,spp.,NA,Oil crops
45,NA,10,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",France,Several locations,Champdeniers,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
45,NA,10,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",France,Several locations,Champdeniers,NA,Helianthus spp.,Helianthus,spp.,NA,Oil crops
45,NA,10,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",France,Several locations,Champdeniers,NA,Brassica napus subsp. napus,Brassica,napus subsp. napus,NA,Oil crops
45,NA,11,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",France,Several locations,Chateauroux,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
45,NA,11,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",France,Several locations,Chateauroux,NA,Brassica napus subsp. napus,Brassica,napus subsp. napus,NA,Oil crops
45,NA,11,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",France,Several locations,Chateauroux,NA,Helianthus spp.,Helianthus,spp.,NA,Oil crops
45,NA,12,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",France,Several locations,Fussy,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
45,NA,12,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",France,Several locations,Fussy,NA,Brassica napus subsp. napus,Brassica,napus subsp. napus,NA,Oil crops
45,NA,13,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",France,Several locations,Sancerre,NA,Brassica napus subsp. napus,Brassica,napus subsp. napus,NA,Oil crops
45,NA,13,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",France,Several locations,Sancerre,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
45,NA,13,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",France,Several locations,Sancerre,NA,Helianthus spp.,Helianthus,spp.,NA,Oil crops
45,NA,14,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",France,Several locations,Champlitte,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
45,NA,14,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",France,Several locations,Champlitte,NA,Brassica napus subsp. napus,Brassica,napus subsp. napus,NA,Oil crops
45,NA,14,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",France,Several locations,Champlitte,NA,Zea mays,Zea,mays,NA,Cereals
45,NA,15,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",France,Several locations,Dampierre,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
45,NA,15,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",France,Several locations,Dampierre,NA,Zea mays,Zea,mays,NA,Cereals
45,NA,16,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",France,Several locations,Vitrey,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
45,NA,16,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",France,Several locations,Vitrey,NA,Brassica napus subsp. napus,Brassica,napus subsp. napus,NA,Oil crops
45,NA,16,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",France,Several locations,Vitrey,NA,Zea mays,Zea,mays,NA,Cereals
45,NA,17,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",Netherlands,Several locations,Bentelo,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
45,NA,17,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",Netherlands,Several locations,Bentelo,NA,Zea mays,Zea,mays,NA,Cereals
45,NA,18,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",Netherlands,Several locations,Balkbrug,NA,Zea mays,Zea,mays,NA,Cereals
45,NA,19,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",Netherlands,Several locations,Scherpenzeel,NA,Zea mays,Zea,mays,NA,Cereals
46,22,1,NA,"Griffiths, J., Phillips, D. S., Compton, S. G., Wright, C. and Incoll, L. D.",Responses of slug numbers and slug damage to crops in a silvoarable agroforestry landscape,UK,West Yorkshire,Bramham,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
46,NA,1,NA,"Griffiths, J., Phillips, D. S., Compton, S. G., Wright, C. and Incoll, L. D.",Responses of slug numbers and slug damage to crops in a silvoarable agroforestry landscape,UK,West Yorkshire,Bramham,NA,Hordeum vulgare,Hordeum,vulgare,NA,Cereals
46,NA,1,NA,"Griffiths, J., Phillips, D. S., Compton, S. G., Wright, C. and Incoll, L. D.",Responses of slug numbers and slug damage to crops in a silvoarable agroforestry landscape,UK,West Yorkshire,Bramham,NA,Pisum sativum,Pisum,sativum,NA,Pulses
47,23,1,NA,"Gruenewald, H., Brandt, B. K. V., Schneider, B. U., Bens, O., Kendzia, G. and Huttl, R. F.",Agroforestry systems for the production of woody biomass for energy transformation purposes,Germany,Several locations,Lusatia,NA,Secale cereale,Secale,cereale,NA,Cereals
47,NA,1,NA,"Gruenewald, H., Brandt, B. K. V., Schneider, B. U., Bens, O., Kendzia, G. and Huttl, R. F.",Agroforestry systems for the production of woody biomass for energy transformation purposes,Germany,Several locations,Lusatia,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
47,NA,1,NA,"Gruenewald, H., Brandt, B. K. V., Schneider, B. U., Bens, O., Kendzia, G. and Huttl, R. F.",Agroforestry systems for the production of woody biomass for energy transformation purposes,Germany,Several locations,Lusatia,NA,Lupinus spp.,Lupinus,spp.,NA,Pulses
47,NA,2,NA,"Gruenewald, H., Brandt, B. K. V., Schneider, B. U., Bens, O., Kendzia, G. and Huttl, R. F.",Agroforestry systems for the production of woody biomass for energy transformation purposes,Germany,Several locations,Helmstedt,NA,Secale cereale,Secale,cereale,NA,Cereals
47,NA,2,NA,"Gruenewald, H., Brandt, B. K. V., Schneider, B. U., Bens, O., Kendzia, G. and Huttl, R. F.",Agroforestry systems for the production of woody biomass for energy transformation purposes,Germany,Several locations,Helmstedt,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
47,NA,2,NA,"Gruenewald, H., Brandt, B. K. V., Schneider, B. U., Bens, O., Kendzia, G. and Huttl, R. F.",Agroforestry systems for the production of woody biomass for energy transformation purposes,Germany,Several locations,Helmstedt,NA,Lupinus spp.,Lupinus,spp.,NA,Pulses
49,24,1,NA,"Headlee, W. L., Hall, R. B. and Zalesny, R. S., Jr.","Establishment of alleycropped hybrid Aspen ""Crandon"" in Central Iowa, USA: effects of topographic position and fertilizer rate on aboveground biomass production and allocation",USA,Iowa,Iowa State University,NA,Triticum spp. x Secale spp.,Triticum,spp. x Secale spp.,NA,Cereals
50,NA,1,NA,"Huber, J. A., Matiu, M. and Hulsbergen, K. J.",First-rotation growth and stand structure dynamics of tree species in organic and conventional short-rotation agroforestry systems,Germany,Bavaria,Scheyern,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
50,NA,1,NA,"Huber, J. A., Matiu, M. and Hulsbergen, K. J.",First-rotation growth and stand structure dynamics of tree species in organic and conventional short-rotation agroforestry systems,Germany,Bavaria,Scheyern,NA,Solanum tuberosum,Solanum,tuberosum,NA,Roots and tuber crops
50,NA,1,NA,"Huber, J. A., Matiu, M. and Hulsbergen, K. J.",First-rotation growth and stand structure dynamics of tree species in organic and conventional short-rotation agroforestry systems,Germany,Bavaria,Scheyern,NA,Helianthus spp.,Helianthus,spp.,NA,Oil crops
50,NA,1,NA,"Huber, J. A., Matiu, M. and Hulsbergen, K. J.",First-rotation growth and stand structure dynamics of tree species in organic and conventional short-rotation agroforestry systems,Germany,Bavaria,Scheyern,NA,Secale cereale,Secale,cereale,NA,Cereals
51,NA,1,NA,"Huber, J. A., May, K., Siegl, T., Schmid, H., Gerl, G. and Hülsbergen, K. J.",Yield Potential of Tree Species in Organic and Conventional Short-Rotation Agroforestry Systems in Southern Germany,Germany,Bavaria,Scheyern,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
51,NA,1,NA,"Huber, J. A., May, K., Siegl, T., Schmid, H., Gerl, G. and Hülsbergen, K. J.",Yield Potential of Tree Species in Organic and Conventional Short-Rotation Agroforestry Systems in Southern Germany,Germany,Bavaria,Scheyern,NA,Solanum tuberosum,Solanum,tuberosum,NA,Roots and tuber crops
51,NA,1,NA,"Huber, J. A., May, K., Siegl, T., Schmid, H., Gerl, G. and Hülsbergen, K. J.",Yield Potential of Tree Species in Organic and Conventional Short-Rotation Agroforestry Systems in Southern Germany,Germany,Bavaria,Scheyern,NA,Helianthus spp.,Helianthus,spp.,NA,Oil crops
51,NA,1,NA,"Huber, J. A., May, K., Siegl, T., Schmid, H., Gerl, G. and Hülsbergen, K. J.",Yield Potential of Tree Species in Organic and Conventional Short-Rotation Agroforestry Systems in Southern Germany,Germany,Bavaria,Scheyern,NA,Secale cereale,Secale,cereale,NA,Cereals
