ID.P,ID.S,ES.GROUPS,SAF System Trait type,CROP.OUTPUT.GROUP
69,2,Chemical soil components,Timber - Arable,Cereals
69,2,Chemical soil components,Timber - Arable,Cereals
69,2,Chemical soil components,Timber - Arable,Cereals
69,2,Chemical soil components,Timber - Arable,Pulses
69,2,Chemical soil components,Timber - Arable,Cereals
69,2,Chemical soil components,Timber - Arable,Cereals
69,2,Chemical soil components,Timber - Arable,Cereals
69,2,Chemical soil components,Timber - Arable,Pulses
69,2,Chemical soil components,Timber - Arable,Cereals
69,2,Chemical soil components,Timber - Arable,Cereals
69,2,Biological soil components,Timber - Arable,Cereals
69,2,Biological soil components,Timber - Arable,Pulses
69,2,Biological soil components,Timber - Arable,Cereals
69,2,Biological soil components,Timber - Arable,Cereals
69,2,Biological soil components,Timber - Arable,Cereals
69,2,Biological soil components,Timber - Arable,Pulses
69,2,Biological soil components,Timber - Arable,Cereals
69,2,Biological soil components,Timber - Arable,Cereals
69,2,Biological soil components,Timber - Arable,Cereals
69,2,Biological soil components,Timber - Arable,Pulses
69,2,Biological soil components,Timber - Arable,Cereals
69,2,Biological soil components,Timber - Arable,Cereals
69,2,Biological soil components,Timber - Arable,Cereals
69,2,Biological soil components,Timber - Arable,Pulses
69,2,Biological soil components,Timber - Arable,Cereals
69,2,Biological soil components,Timber - Arable,Cereals
82,1,Soil structure,Nut - Arable,Forage crops
82,1,Chemical soil components,Nut - Arable,Forage crops
82,1,Biological soil components,Nut - Arable,Forage crops
82,1,Climate regulation,Nut - Arable,Forage crops
82,2,Soil structure,Timber - Arable,Pulses
82,2,Soil structure,Timber - Arable,Cereals
82,2,Soil structure,Timber - Arable,Pulses
82,2,Soil structure,Timber - Arable,Cereals
82,2,Chemical soil components,Timber - Arable,Pulses
82,2,Chemical soil components,Timber - Arable,Cereals
82,2,Chemical soil components,Timber - Arable,Pulses
82,2,Chemical soil components,Timber - Arable,Cereals
82,2,Biological soil components,Timber - Arable,Pulses
82,2,Biological soil components,Timber - Arable,Cereals
82,2,Biological soil components,Timber - Arable,Pulses
82,2,Biological soil components,Timber - Arable,Cereals
82,2,Climate regulation,Timber - Arable,Pulses
82,2,Climate regulation,Timber - Arable,Cereals
82,2,Climate regulation,Timber - Arable,Pulses
82,2,Climate regulation,Timber - Arable,Cereals
82,2,Soil structure,Timber - Arable,Pulses
82,2,Soil structure,Timber - Arable,Cereals
82,2,Soil structure,Timber - Arable,Pulses
82,2,Soil structure,Timber - Arable,Cereals
82,2,Chemical soil components,Timber - Arable,Pulses
82,2,Chemical soil components,Timber - Arable,Cereals
82,2,Chemical soil components,Timber - Arable,Pulses
82,2,Chemical soil components,Timber - Arable,Cereals
82,2,Biological soil components,Timber - Arable,Pulses
82,2,Biological soil components,Timber - Arable,Cereals
82,2,Biological soil components,Timber - Arable,Pulses
82,2,Biological soil components,Timber - Arable,Cereals
82,2,Climate regulation,Timber - Arable,Pulses
82,2,Climate regulation,Timber - Arable,Cereals
82,2,Climate regulation,Timber - Arable,Pulses
82,2,Climate regulation,Timber - Arable,Cereals
83,1,Chemical soil components,Nut - Arable,Forage crops
83,1,Carbon sequestration,Nut - Arable,Forage crops
83,2,Chemical soil components,Timber - Arable,Pulses
83,2,Chemical soil components,Timber - Arable,Cereals
83,2,Chemical soil components,Timber - Arable,Pulses
83,2,Chemical soil components,Timber - Arable,Cereals
83,2,Carbon sequestration,Timber - Arable,Pulses
83,2,Carbon sequestration,Timber - Arable,Cereals
83,2,Carbon sequestration,Timber - Arable,Pulses
83,2,Carbon sequestration,Timber - Arable,Cereals
83,2,Chemical soil components,Timber - Arable,Pulses
83,2,Chemical soil components,Timber - Arable,Cereals
83,2,Chemical soil components,Timber - Arable,Pulses
83,2,Chemical soil components,Timber - Arable,Cereals
83,2,Carbon sequestration,Timber - Arable,Pulses
83,2,Carbon sequestration,Timber - Arable,Cereals
83,2,Carbon sequestration,Timber - Arable,Pulses
83,2,Carbon sequestration,Timber - Arable,Cereals
84,1,Food (yield),Nut - Arable,Forage crops
84,1,Biodiversity,Nut - Arable,Forage crops
84,1,Biological soil components,Nut - Arable,Forage crops
84,1,Carbon sequestration,Nut - Arable,Forage crops
84,2,Food (yield),Biomass - Arable,Pulses
84,2,Food (yield),Biomass - Arable,Cereals
84,2,Food (yield),Biomass - Arable,Pulses
84,2,Food (yield),Biomass - Arable,Cereals
84,2,Biodiversity,Biomass - Arable,Pulses
84,2,Biodiversity,Biomass - Arable,Cereals
84,2,Biodiversity,Biomass - Arable,Pulses
84,2,Biodiversity,Biomass - Arable,Cereals
84,2,Biological soil components,Biomass - Arable,Pulses
84,2,Biological soil components,Biomass - Arable,Cereals
84,2,Biological soil components,Biomass - Arable,Pulses
84,2,Biological soil components,Biomass - Arable,Cereals
84,2,Carbon sequestration,Biomass - Arable,Pulses
84,2,Carbon sequestration,Biomass - Arable,Cereals
84,2,Carbon sequestration,Biomass - Arable,Pulses
84,2,Carbon sequestration,Biomass - Arable,Cereals
84,2,Food (yield),Biomass - Arable,Pulses
84,2,Food (yield),Biomass - Arable,Cereals
84,2,Food (yield),Biomass - Arable,Pulses
84,2,Food (yield),Biomass - Arable,Cereals
84,2,Biodiversity,Biomass - Arable,Pulses
84,2,Biodiversity,Biomass - Arable,Cereals
84,2,Biodiversity,Biomass - Arable,Pulses
84,2,Biodiversity,Biomass - Arable,Cereals
84,2,Biological soil components,Biomass - Arable,Pulses
84,2,Biological soil components,Biomass - Arable,Cereals
84,2,Biological soil components,Biomass - Arable,Pulses
84,2,Biological soil components,Biomass - Arable,Cereals
84,2,Carbon sequestration,Biomass - Arable,Pulses
84,2,Carbon sequestration,Biomass - Arable,Cereals
84,2,Carbon sequestration,Biomass - Arable,Pulses
84,2,Carbon sequestration,Biomass - Arable,Cereals
87,1,Chemical soil components,Biomass - Arable,Cereals
87,1,Chemical soil components,Biomass - Arable,Pulses
87,1,Chemical soil components,Biomass - Arable,Cereals
87,1,Chemical soil components,Biomass - Arable,Cereals
87,1,Chemical soil components,Biomass - Arable,Pulses
87,1,Chemical soil components,Biomass - Arable,Cereals
87,1,Chemical soil components,Biomass - Arable,Cereals
87,1,Chemical soil components,Biomass - Arable,Pulses
87,1,Chemical soil components,Biomass - Arable,Cereals
87,1,Greenhouse gas emissions,Biomass - Arable,Cereals
87,1,Greenhouse gas emissions,Biomass - Arable,Pulses
87,1,Greenhouse gas emissions,Biomass - Arable,Cereals
87,1,Greenhouse gas emissions,Biomass - Arable,Cereals
87,1,Greenhouse gas emissions,Biomass - Arable,Pulses
87,1,Greenhouse gas emissions,Biomass - Arable,Cereals
87,1,Greenhouse gas emissions,Biomass - Arable,Cereals
87,1,Greenhouse gas emissions,Biomass - Arable,Pulses
87,1,Greenhouse gas emissions,Biomass - Arable,Cereals
87,1,Carbon sequestration,Biomass - Arable,Cereals
87,1,Carbon sequestration,Biomass - Arable,Pulses
87,1,Carbon sequestration,Biomass - Arable,Cereals
87,1,Carbon sequestration,Biomass - Arable,Cereals
87,1,Carbon sequestration,Biomass - Arable,Pulses
87,1,Carbon sequestration,Biomass - Arable,Cereals
87,1,Carbon sequestration,Biomass - Arable,Cereals
87,1,Carbon sequestration,Biomass - Arable,Pulses
87,1,Carbon sequestration,Biomass - Arable,Cereals
87,1,Chemical soil components,Biomass - Arable,Cereals
87,1,Chemical soil components,Biomass - Arable,Pulses
87,1,Chemical soil components,Biomass - Arable,Cereals
87,1,Chemical soil components,Biomass - Arable,Cereals
87,1,Chemical soil components,Biomass - Arable,Pulses
87,1,Chemical soil components,Biomass - Arable,Cereals
87,1,Chemical soil components,Biomass - Arable,Cereals
87,1,Chemical soil components,Biomass - Arable,Pulses
87,1,Chemical soil components,Biomass - Arable,Cereals
87,1,Greenhouse gas emissions,Biomass - Arable,Cereals
87,1,Greenhouse gas emissions,Biomass - Arable,Pulses
87,1,Greenhouse gas emissions,Biomass - Arable,Cereals
87,1,Greenhouse gas emissions,Biomass - Arable,Cereals
87,1,Greenhouse gas emissions,Biomass - Arable,Pulses
87,1,Greenhouse gas emissions,Biomass - Arable,Cereals
87,1,Greenhouse gas emissions,Biomass - Arable,Cereals
87,1,Greenhouse gas emissions,Biomass - Arable,Pulses
87,1,Greenhouse gas emissions,Biomass - Arable,Cereals
87,1,Carbon sequestration,Biomass - Arable,Cereals
87,1,Carbon sequestration,Biomass - Arable,Pulses
87,1,Carbon sequestration,Biomass - Arable,Cereals
87,1,Carbon sequestration,Biomass - Arable,Cereals
87,1,Carbon sequestration,Biomass - Arable,Pulses
87,1,Carbon sequestration,Biomass - Arable,Cereals
87,1,Carbon sequestration,Biomass - Arable,Cereals
87,1,Carbon sequestration,Biomass - Arable,Pulses
87,1,Carbon sequestration,Biomass - Arable,Cereals
87,1,Chemical soil components,Biomass - Arable,Cereals
87,1,Chemical soil components,Biomass - Arable,Pulses
87,1,Chemical soil components,Biomass - Arable,Cereals
87,1,Chemical soil components,Biomass - Arable,Cereals
87,1,Chemical soil components,Biomass - Arable,Pulses
87,1,Chemical soil components,Biomass - Arable,Cereals
87,1,Chemical soil components,Biomass - Arable,Cereals
87,1,Chemical soil components,Biomass - Arable,Pulses
87,1,Chemical soil components,Biomass - Arable,Cereals
87,1,Greenhouse gas emissions,Biomass - Arable,Cereals
87,1,Greenhouse gas emissions,Biomass - Arable,Pulses
87,1,Greenhouse gas emissions,Biomass - Arable,Cereals
87,1,Greenhouse gas emissions,Biomass - Arable,Cereals
87,1,Greenhouse gas emissions,Biomass - Arable,Pulses
87,1,Greenhouse gas emissions,Biomass - Arable,Cereals
87,1,Greenhouse gas emissions,Biomass - Arable,Cereals
87,1,Greenhouse gas emissions,Biomass - Arable,Pulses
87,1,Greenhouse gas emissions,Biomass - Arable,Cereals
87,1,Carbon sequestration,Biomass - Arable,Cereals
87,1,Carbon sequestration,Biomass - Arable,Pulses
87,1,Carbon sequestration,Biomass - Arable,Cereals
87,1,Carbon sequestration,Biomass - Arable,Cereals
87,1,Carbon sequestration,Biomass - Arable,Pulses
87,1,Carbon sequestration,Biomass - Arable,Cereals
87,1,Carbon sequestration,Biomass - Arable,Cereals
87,1,Carbon sequestration,Biomass - Arable,Pulses
87,1,Carbon sequestration,Biomass - Arable,Cereals
88,2,Fuel (firewood etc.),Biomass - Arable,Cereals
88,2,Fuel (firewood etc.),Biomass - Arable,Pulses
88,2,Fuel (firewood etc.),Biomass - Arable,Cereals
88,2,Fuel (firewood etc.),Biomass - Arable,Cereals
88,2,Fuel (firewood etc.),Biomass - Arable,Pulses
88,2,Fuel (firewood etc.),Biomass - Arable,Cereals
88,2,Fuel (firewood etc.),Biomass - Arable,Cereals
88,2,Fuel (firewood etc.),Biomass - Arable,Pulses
88,2,Fuel (firewood etc.),Biomass - Arable,Cereals
88,2,Greenhouse gas emissions,Biomass - Arable,Cereals
88,2,Greenhouse gas emissions,Biomass - Arable,Pulses
88,2,Greenhouse gas emissions,Biomass - Arable,Cereals
88,2,Greenhouse gas emissions,Biomass - Arable,Cereals
88,2,Greenhouse gas emissions,Biomass - Arable,Pulses
88,2,Greenhouse gas emissions,Biomass - Arable,Cereals
88,2,Greenhouse gas emissions,Biomass - Arable,Cereals
88,2,Greenhouse gas emissions,Biomass - Arable,Pulses
88,2,Greenhouse gas emissions,Biomass - Arable,Cereals
88,2,Carbon sequestration,Biomass - Arable,Cereals
88,2,Carbon sequestration,Biomass - Arable,Pulses
88,2,Carbon sequestration,Biomass - Arable,Cereals
88,2,Carbon sequestration,Biomass - Arable,Cereals
88,2,Carbon sequestration,Biomass - Arable,Pulses
88,2,Carbon sequestration,Biomass - Arable,Cereals
88,2,Carbon sequestration,Biomass - Arable,Cereals
88,2,Carbon sequestration,Biomass - Arable,Pulses
88,2,Carbon sequestration,Biomass - Arable,Cereals
88,2,Fuel (firewood etc.),Biomass - Arable,Cereals
88,2,Fuel (firewood etc.),Biomass - Arable,Pulses
88,2,Fuel (firewood etc.),Biomass - Arable,Cereals
88,2,Fuel (firewood etc.),Biomass - Arable,Cereals
88,2,Fuel (firewood etc.),Biomass - Arable,Pulses
88,2,Fuel (firewood etc.),Biomass - Arable,Cereals
88,2,Fuel (firewood etc.),Biomass - Arable,Cereals
88,2,Fuel (firewood etc.),Biomass - Arable,Pulses
88,2,Fuel (firewood etc.),Biomass - Arable,Cereals
88,2,Greenhouse gas emissions,Biomass - Arable,Cereals
88,2,Greenhouse gas emissions,Biomass - Arable,Pulses
88,2,Greenhouse gas emissions,Biomass - Arable,Cereals
88,2,Greenhouse gas emissions,Biomass - Arable,Cereals
88,2,Greenhouse gas emissions,Biomass - Arable,Pulses
88,2,Greenhouse gas emissions,Biomass - Arable,Cereals
88,2,Greenhouse gas emissions,Biomass - Arable,Cereals
88,2,Greenhouse gas emissions,Biomass - Arable,Pulses
88,2,Greenhouse gas emissions,Biomass - Arable,Cereals
88,2,Carbon sequestration,Biomass - Arable,Cereals
88,2,Carbon sequestration,Biomass - Arable,Pulses
88,2,Carbon sequestration,Biomass - Arable,Cereals
88,2,Carbon sequestration,Biomass - Arable,Cereals
88,2,Carbon sequestration,Biomass - Arable,Pulses
88,2,Carbon sequestration,Biomass - Arable,Cereals
88,2,Carbon sequestration,Biomass - Arable,Cereals
88,2,Carbon sequestration,Biomass - Arable,Pulses
88,2,Carbon sequestration,Biomass - Arable,Cereals
88,2,Fuel (firewood etc.),Biomass - Arable,Cereals
88,2,Fuel (firewood etc.),Biomass - Arable,Pulses
88,2,Fuel (firewood etc.),Biomass - Arable,Cereals
88,2,Fuel (firewood etc.),Biomass - Arable,Cereals
88,2,Fuel (firewood etc.),Biomass - Arable,Pulses
88,2,Fuel (firewood etc.),Biomass - Arable,Cereals
88,2,Fuel (firewood etc.),Biomass - Arable,Cereals
88,2,Fuel (firewood etc.),Biomass - Arable,Pulses
88,2,Fuel (firewood etc.),Biomass - Arable,Cereals
88,2,Greenhouse gas emissions,Biomass - Arable,Cereals
88,2,Greenhouse gas emissions,Biomass - Arable,Pulses
88,2,Greenhouse gas emissions,Biomass - Arable,Cereals
88,2,Greenhouse gas emissions,Biomass - Arable,Cereals
88,2,Greenhouse gas emissions,Biomass - Arable,Pulses
88,2,Greenhouse gas emissions,Biomass - Arable,Cereals
88,2,Greenhouse gas emissions,Biomass - Arable,Cereals
88,2,Greenhouse gas emissions,Biomass - Arable,Pulses
88,2,Greenhouse gas emissions,Biomass - Arable,Cereals
88,2,Carbon sequestration,Biomass - Arable,Cereals
88,2,Carbon sequestration,Biomass - Arable,Pulses
88,2,Carbon sequestration,Biomass - Arable,Cereals
88,2,Carbon sequestration,Biomass - Arable,Cereals
88,2,Carbon sequestration,Biomass - Arable,Pulses
88,2,Carbon sequestration,Biomass - Arable,Cereals
88,2,Carbon sequestration,Biomass - Arable,Cereals
88,2,Carbon sequestration,Biomass - Arable,Pulses
88,2,Carbon sequestration,Biomass - Arable,Cereals
90,2,Fuel (firewood etc.),Biomass - Arable,Cereals
90,2,Fuel (firewood etc.),Biomass - Arable,Pulses
90,2,Fuel (firewood etc.),Biomass - Arable,Cereals
90,2,Fuel (firewood etc.),Biomass - Arable,Cereals
90,2,Fuel (firewood etc.),Biomass - Arable,Pulses
90,2,Fuel (firewood etc.),Biomass - Arable,Cereals
90,2,Fuel (firewood etc.),Biomass - Arable,Cereals
90,2,Fuel (firewood etc.),Biomass - Arable,Pulses
90,2,Fuel (firewood etc.),Biomass - Arable,Cereals
90,2,Chemical soil components,Biomass - Arable,Cereals
90,2,Chemical soil components,Biomass - Arable,Pulses
90,2,Chemical soil components,Biomass - Arable,Cereals
90,2,Chemical soil components,Biomass - Arable,Cereals
90,2,Chemical soil components,Biomass - Arable,Pulses
90,2,Chemical soil components,Biomass - Arable,Cereals
90,2,Chemical soil components,Biomass - Arable,Cereals
90,2,Chemical soil components,Biomass - Arable,Pulses
90,2,Chemical soil components,Biomass - Arable,Cereals
90,2,Greenhouse gas emissions,Biomass - Arable,Cereals
90,2,Greenhouse gas emissions,Biomass - Arable,Pulses
90,2,Greenhouse gas emissions,Biomass - Arable,Cereals
90,2,Greenhouse gas emissions,Biomass - Arable,Cereals
90,2,Greenhouse gas emissions,Biomass - Arable,Pulses
90,2,Greenhouse gas emissions,Biomass - Arable,Cereals
90,2,Greenhouse gas emissions,Biomass - Arable,Cereals
90,2,Greenhouse gas emissions,Biomass - Arable,Pulses
90,2,Greenhouse gas emissions,Biomass - Arable,Cereals
90,2,Carbon sequestration,Biomass - Arable,Cereals
90,2,Carbon sequestration,Biomass - Arable,Pulses
90,2,Carbon sequestration,Biomass - Arable,Cereals
90,2,Carbon sequestration,Biomass - Arable,Cereals
90,2,Carbon sequestration,Biomass - Arable,Pulses
90,2,Carbon sequestration,Biomass - Arable,Cereals
90,2,Carbon sequestration,Biomass - Arable,Cereals
90,2,Carbon sequestration,Biomass - Arable,Pulses
90,2,Carbon sequestration,Biomass - Arable,Cereals
90,2,Fuel (firewood etc.),Biomass - Arable,Cereals
90,2,Fuel (firewood etc.),Biomass - Arable,Pulses
90,2,Fuel (firewood etc.),Biomass - Arable,Cereals
90,2,Fuel (firewood etc.),Biomass - Arable,Cereals
90,2,Fuel (firewood etc.),Biomass - Arable,Pulses
90,2,Fuel (firewood etc.),Biomass - Arable,Cereals
90,2,Fuel (firewood etc.),Biomass - Arable,Cereals
90,2,Fuel (firewood etc.),Biomass - Arable,Pulses
90,2,Fuel (firewood etc.),Biomass - Arable,Cereals
90,2,Chemical soil components,Biomass - Arable,Cereals
90,2,Chemical soil components,Biomass - Arable,Pulses
90,2,Chemical soil components,Biomass - Arable,Cereals
90,2,Chemical soil components,Biomass - Arable,Cereals
90,2,Chemical soil components,Biomass - Arable,Pulses
90,2,Chemical soil components,Biomass - Arable,Cereals
90,2,Chemical soil components,Biomass - Arable,Cereals
90,2,Chemical soil components,Biomass - Arable,Pulses
90,2,Chemical soil components,Biomass - Arable,Cereals
90,2,Greenhouse gas emissions,Biomass - Arable,Cereals
90,2,Greenhouse gas emissions,Biomass - Arable,Pulses
90,2,Greenhouse gas emissions,Biomass - Arable,Cereals
90,2,Greenhouse gas emissions,Biomass - Arable,Cereals
90,2,Greenhouse gas emissions,Biomass - Arable,Pulses
90,2,Greenhouse gas emissions,Biomass - Arable,Cereals
90,2,Greenhouse gas emissions,Biomass - Arable,Cereals
90,2,Greenhouse gas emissions,Biomass - Arable,Pulses
90,2,Greenhouse gas emissions,Biomass - Arable,Cereals
90,2,Carbon sequestration,Biomass - Arable,Cereals
90,2,Carbon sequestration,Biomass - Arable,Pulses
90,2,Carbon sequestration,Biomass - Arable,Cereals
90,2,Carbon sequestration,Biomass - Arable,Cereals
90,2,Carbon sequestration,Biomass - Arable,Pulses
90,2,Carbon sequestration,Biomass - Arable,Cereals
90,2,Carbon sequestration,Biomass - Arable,Cereals
90,2,Carbon sequestration,Biomass - Arable,Pulses
90,2,Carbon sequestration,Biomass - Arable,Cereals
90,2,Fuel (firewood etc.),Biomass - Arable,Cereals
90,2,Fuel (firewood etc.),Biomass - Arable,Pulses
90,2,Fuel (firewood etc.),Biomass - Arable,Cereals
90,2,Fuel (firewood etc.),Biomass - Arable,Cereals
90,2,Fuel (firewood etc.),Biomass - Arable,Pulses
90,2,Fuel (firewood etc.),Biomass - Arable,Cereals
90,2,Fuel (firewood etc.),Biomass - Arable,Cereals
90,2,Fuel (firewood etc.),Biomass - Arable,Pulses
90,2,Fuel (firewood etc.),Biomass - Arable,Cereals
90,2,Chemical soil components,Biomass - Arable,Cereals
90,2,Chemical soil components,Biomass - Arable,Pulses
90,2,Chemical soil components,Biomass - Arable,Cereals
90,2,Chemical soil components,Biomass - Arable,Cereals
90,2,Chemical soil components,Biomass - Arable,Pulses
90,2,Chemical soil components,Biomass - Arable,Cereals
90,2,Chemical soil components,Biomass - Arable,Cereals
90,2,Chemical soil components,Biomass - Arable,Pulses
90,2,Chemical soil components,Biomass - Arable,Cereals
90,2,Greenhouse gas emissions,Biomass - Arable,Cereals
90,2,Greenhouse gas emissions,Biomass - Arable,Pulses
90,2,Greenhouse gas emissions,Biomass - Arable,Cereals
90,2,Greenhouse gas emissions,Biomass - Arable,Cereals
90,2,Greenhouse gas emissions,Biomass - Arable,Pulses
90,2,Greenhouse gas emissions,Biomass - Arable,Cereals
90,2,Greenhouse gas emissions,Biomass - Arable,Cereals
90,2,Greenhouse gas emissions,Biomass - Arable,Pulses
90,2,Greenhouse gas emissions,Biomass - Arable,Cereals
90,2,Carbon sequestration,Biomass - Arable,Cereals
90,2,Carbon sequestration,Biomass - Arable,Pulses
90,2,Carbon sequestration,Biomass - Arable,Cereals
90,2,Carbon sequestration,Biomass - Arable,Cereals
90,2,Carbon sequestration,Biomass - Arable,Pulses
90,2,Carbon sequestration,Biomass - Arable,Cereals
90,2,Carbon sequestration,Biomass - Arable,Cereals
90,2,Carbon sequestration,Biomass - Arable,Pulses
90,2,Carbon sequestration,Biomass - Arable,Cereals
92,1,Food (yield),Timber - Arable,Cereals
92,1,Food (yield),Timber - Arable,Oil crops
92,1,Food (yield),Timber - Arable,Cereals
92,1,Food (yield),Timber - Arable,Oil crops
92,1,Fuel (firewood etc.),Timber - Arable,Cereals
92,1,Fuel (firewood etc.),Timber - Arable,Oil crops
92,1,Fuel (firewood etc.),Timber - Arable,Cereals
92,1,Fuel (firewood etc.),Timber - Arable,Oil crops
92,1,Biodiversity,Timber - Arable,Cereals
92,1,Biodiversity,Timber - Arable,Oil crops
92,1,Biodiversity,Timber - Arable,Cereals
92,1,Biodiversity,Timber - Arable,Oil crops
92,1,Economic profit related,Timber - Arable,Cereals
92,1,Economic profit related,Timber - Arable,Oil crops
92,1,Economic profit related,Timber - Arable,Cereals
92,1,Economic profit related,Timber - Arable,Oil crops
92,1,Soil structure,Timber - Arable,Cereals
92,1,Soil structure,Timber - Arable,Oil crops
92,1,Soil structure,Timber - Arable,Cereals
92,1,Soil structure,Timber - Arable,Oil crops
92,1,Land equivalent ratio,Timber - Arable,Cereals
92,1,Land equivalent ratio,Timber - Arable,Oil crops
92,1,Land equivalent ratio,Timber - Arable,Cereals
92,1,Land equivalent ratio,Timber - Arable,Oil crops
92,1,Climate regulation,Timber - Arable,Cereals
92,1,Climate regulation,Timber - Arable,Oil crops
92,1,Climate regulation,Timber - Arable,Cereals
92,1,Climate regulation,Timber - Arable,Oil crops
92,1,Greenhouse gas emissions,Timber - Arable,Cereals
92,1,Greenhouse gas emissions,Timber - Arable,Oil crops
92,1,Greenhouse gas emissions,Timber - Arable,Cereals
92,1,Greenhouse gas emissions,Timber - Arable,Oil crops
92,1,Carbon sequestration,Timber - Arable,Cereals
92,1,Carbon sequestration,Timber - Arable,Oil crops
92,1,Carbon sequestration,Timber - Arable,Cereals
92,1,Carbon sequestration,Timber - Arable,Oil crops
92,1,Food (yield),Timber - Arable,Cereals
92,1,Food (yield),Timber - Arable,Oil crops
92,1,Food (yield),Timber - Arable,Cereals
92,1,Food (yield),Timber - Arable,Oil crops
92,1,Fuel (firewood etc.),Timber - Arable,Cereals
92,1,Fuel (firewood etc.),Timber - Arable,Oil crops
92,1,Fuel (firewood etc.),Timber - Arable,Cereals
92,1,Fuel (firewood etc.),Timber - Arable,Oil crops
92,1,Biodiversity,Timber - Arable,Cereals
92,1,Biodiversity,Timber - Arable,Oil crops
92,1,Biodiversity,Timber - Arable,Cereals
92,1,Biodiversity,Timber - Arable,Oil crops
92,1,Economic profit related,Timber - Arable,Cereals
92,1,Economic profit related,Timber - Arable,Oil crops
92,1,Economic profit related,Timber - Arable,Cereals
92,1,Economic profit related,Timber - Arable,Oil crops
92,1,Soil structure,Timber - Arable,Cereals
92,1,Soil structure,Timber - Arable,Oil crops
92,1,Soil structure,Timber - Arable,Cereals
92,1,Soil structure,Timber - Arable,Oil crops
92,1,Land equivalent ratio,Timber - Arable,Cereals
92,1,Land equivalent ratio,Timber - Arable,Oil crops
92,1,Land equivalent ratio,Timber - Arable,Cereals
92,1,Land equivalent ratio,Timber - Arable,Oil crops
92,1,Climate regulation,Timber - Arable,Cereals
92,1,Climate regulation,Timber - Arable,Oil crops
92,1,Climate regulation,Timber - Arable,Cereals
92,1,Climate regulation,Timber - Arable,Oil crops
92,1,Greenhouse gas emissions,Timber - Arable,Cereals
92,1,Greenhouse gas emissions,Timber - Arable,Oil crops
92,1,Greenhouse gas emissions,Timber - Arable,Cereals
92,1,Greenhouse gas emissions,Timber - Arable,Oil crops
92,1,Carbon sequestration,Timber - Arable,Cereals
92,1,Carbon sequestration,Timber - Arable,Oil crops
92,1,Carbon sequestration,Timber - Arable,Cereals
92,1,Carbon sequestration,Timber - Arable,Oil crops
92,2,Food (yield),Nut - Arable,Cereals
92,2,Food (yield),Nut - Arable,Oil crops
92,2,Food (yield),Nut - Arable,Oil crops
92,2,Food (yield),Nut - Arable,Cereals
92,2,Food (yield),Nut - Arable,Cereals
92,2,Food (yield),Nut - Arable,Oil crops
92,2,Food (yield),Nut - Arable,Oil crops
92,2,Food (yield),Nut - Arable,Cereals
92,2,Food (yield),Nut - Arable,Cereals
92,2,Food (yield),Nut - Arable,Oil crops
92,2,Food (yield),Nut - Arable,Oil crops
92,2,Food (yield),Nut - Arable,Cereals
92,2,Food (yield),Nut - Arable,Cereals
92,2,Food (yield),Nut - Arable,Oil crops
92,2,Food (yield),Nut - Arable,Oil crops
92,2,Food (yield),Nut - Arable,Cereals
92,2,Fuel (firewood etc.),Nut - Arable,Cereals
92,2,Fuel (firewood etc.),Nut - Arable,Oil crops
92,2,Fuel (firewood etc.),Nut - Arable,Oil crops
92,2,Fuel (firewood etc.),Nut - Arable,Cereals
92,2,Fuel (firewood etc.),Nut - Arable,Cereals
92,2,Fuel (firewood etc.),Nut - Arable,Oil crops
92,2,Fuel (firewood etc.),Nut - Arable,Oil crops
92,2,Fuel (firewood etc.),Nut - Arable,Cereals
92,2,Fuel (firewood etc.),Nut - Arable,Cereals
92,2,Fuel (firewood etc.),Nut - Arable,Oil crops
92,2,Fuel (firewood etc.),Nut - Arable,Oil crops
92,2,Fuel (firewood etc.),Nut - Arable,Cereals
92,2,Fuel (firewood etc.),Nut - Arable,Cereals
92,2,Fuel (firewood etc.),Nut - Arable,Oil crops
92,2,Fuel (firewood etc.),Nut - Arable,Oil crops
92,2,Fuel (firewood etc.),Nut - Arable,Cereals
92,2,Biodiversity,Nut - Arable,Cereals
92,2,Biodiversity,Nut - Arable,Oil crops
92,2,Biodiversity,Nut - Arable,Oil crops
92,2,Biodiversity,Nut - Arable,Cereals
92,2,Biodiversity,Nut - Arable,Cereals
92,2,Biodiversity,Nut - Arable,Oil crops
92,2,Biodiversity,Nut - Arable,Oil crops
92,2,Biodiversity,Nut - Arable,Cereals
92,2,Biodiversity,Nut - Arable,Cereals
92,2,Biodiversity,Nut - Arable,Oil crops
92,2,Biodiversity,Nut - Arable,Oil crops
92,2,Biodiversity,Nut - Arable,Cereals
92,2,Biodiversity,Nut - Arable,Cereals
92,2,Biodiversity,Nut - Arable,Oil crops
92,2,Biodiversity,Nut - Arable,Oil crops
92,2,Biodiversity,Nut - Arable,Cereals
92,2,Economic profit related,Nut - Arable,Cereals
92,2,Economic profit related,Nut - Arable,Oil crops
92,2,Economic profit related,Nut - Arable,Oil crops
92,2,Economic profit related,Nut - Arable,Cereals
92,2,Economic profit related,Nut - Arable,Cereals
92,2,Economic profit related,Nut - Arable,Oil crops
92,2,Economic profit related,Nut - Arable,Oil crops
92,2,Economic profit related,Nut - Arable,Cereals
92,2,Economic profit related,Nut - Arable,Cereals
92,2,Economic profit related,Nut - Arable,Oil crops
92,2,Economic profit related,Nut - Arable,Oil crops
92,2,Economic profit related,Nut - Arable,Cereals
92,2,Economic profit related,Nut - Arable,Cereals
