ID.P,name,value,INPUT.OUTPUT.ES,ES.CAT.GROUPS,FOCUS.GROUPS.BD.ES.CAT
20,Spiritual value,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
20,Knowledge systems,0,"NA",Cultural ES,Socio-cultural and economic
20,Educational value,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
20,Inspirational value,0,"NA",Cultural ES,Socio-cultural and economic
20,Aesthetic value,0,"NA",Cultural ES,Socio-cultural and economic
20,Social relations,0,"NA",Cultural ES,Socio-cultural and economic
20,Sense of place,0,"NA",Cultural ES,Socio-cultural and economic
20,Cultural heritage value,0,"NA",Cultural ES,Socio-cultural and economic
20,Recreational and ecotourism,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
20,Provisioning ES,1,"NA","NA","NA"
20,Regulating ES,1,"NA","NA","NA"
20,Supporting ES,0,"NA","NA","NA"
20,Cultural ES,0,"NA","NA","NA"
20,Ecosystem Services,1,"NA","NA","NA"
24,Food,0,OUTPUT.ES,Povisioning ES,Production
24,Biomass,1,OUTPUT.ES,Povisioning ES,Production
24,Land equivalent ratio,0,INPUT.ES,Povisioning ES,Production
24,Pests,0,"NA",Regulating ES,Disease and pest
24,Diseases,0,"NA",Regulating ES,Disease and pest
24,Weeds,0,"NA",Regulating ES,Disease and pest
24,Product quality,0,OUTPUT.ES,Povisioning ES,Production
24,Product stability,0,OUTPUT.ES,Povisioning ES,Production
24,Mechanisation,0,"NA",Povisioning ES,Production
24,Belowground (crop-tree) competition,0,"NA",Povisioning ES,Production
24,Aboveground (crop-tree) light competition,0,"NA",Povisioning ES,Production
24,Nutrient use,0,"NA",Povisioning ES,Production
24,Nutrient use effeciency,0,INPUT.ES,Povisioning ES,Production
24,Breeding and selection,0,"NA",Povisioning ES,Production
24,Soil quality,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
24,Biodiversity,0,INPUT.ES,Regulating ES,Biodiversity
24,Carbon stock,1,"NA",Regulating ES,"Soil quality, carbon and nutrients"
24,Greenhouse gas emissions,0,"NA",Regulating ES,"Soil quality, carbon and nutrients"
24,Pollination,0,OUTPUT.ES,Regulating ES,Nat. process regulation
24,Soil structure,0,INPUT.ES,Supporting ES,"Soil quality, carbon and nutrients"
24,Chemical soil components,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
24,Biological soil components,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
24,Soil water,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
24,Soil erosion,0,"NA",Regulating ES,"Soil quality, carbon and nutrients"
24,Soil formations,1,"NA",Supporting ES,"Soil quality, carbon and nutrients"
24,Water quality,0,"NA",Regulating ES,Water
24,Water perculation,0,"NA",Regulating ES,Water
24,Water cyclings,0,"NA",Supporting ES,Water
24,Water availability,0,INPUT.ES,Regulating ES,Water
24,Hydraulic lift,0,INPUT.ES,Regulating ES,Water
24,Economic profit related,0,INPUT.ES,Povisioning ES,Socio-cultural and economic
24,Economic management related,0,INPUT.ES,Povisioning ES,Socio-cultural and economic
24,Economic market related,0,"NA",Povisioning ES,Socio-cultural and economic
24,Landscape aesthetics,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
24,Recreational and ecotourisms,0,OUTPUT.ES,"NA","NA"
24,Spiritual values,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
24,Perception of adoptation,0,"NA",Cultural ES,Socio-cultural and economic
24,Policy information,0,"NA",Cultural ES,Socio-cultural and economic
24,Agronomic category,1,"NA","NA","NA"
24,Environmental category,1,"NA","NA","NA"
24,Economic category,0,"NA","NA","NA"
24,Socio-cultural category,0,"NA","NA","NA"
24,Food (yield),0,OUTPUT.ES,Povisioning ES,Production
24,Feed,0,OUTPUT.ES,Povisioning ES,Production
24,Fibre,0,OUTPUT.ES,Povisioning ES,Production
24,Fuel (firewood etc.),0,OUTPUT.ES,"NA",Production
24,Genetic resources,0,"NA",Povisioning ES,Production
24,Biochemicals,0,OUTPUT.ES,Povisioning ES,Production
24,Ornamentals,0,OUTPUT.ES,Povisioning ES,Production
24,Fresh water,0,"NA",Povisioning ES,Water
24,Air regulation,0,"NA",Regulating ES,Nat. process regulation
24,Climate regulation,0,OUTPUT.ES,Regulating ES,Nat. process regulation
24,Carbon sequestration,0,OUTPUT.ES,Regulating ES,"Soil quality, carbon and nutrients"
24,Water regulation,0,OUTPUT.ES,Regulating ES,Water
24,Nutrient leaching regulation,0,OUTPUT.ES,Regulating ES,"Soil quality, carbon and nutrients"
24,Erosion regulation,0,INPUT.ES,Regulating ES,Nat. process regulation
24,Water purification,0,"NA",Regulating ES,Water
24,Disease regulation,0,INPUT.ES,Regulating ES,Disease and pest
24,Pest regulation,0,INPUT.ES,Regulating ES,Disease and pest
24,Polination regulation,0,INPUT.ES,Regulating ES,Nat. process regulation
24,Natural hazards regulation,0,"NA",Regulating ES,Nat. process regulation
24,Soil formation,1,INPUT.ES,Supporting ES,"Soil quality, carbon and nutrients"
24,Photosynthesis,0,"NA",Supporting ES,Nat. process regulation
24,Primary production,0,"NA",Supporting ES,Production
24,Nutrient cycling,0,INPUT.ES,Supporting ES,Nat. process regulation
24,Water cycling,0,INPUT.ES,Supporting ES,Water
24,Cultural diversity,0,"NA",Cultural ES,Socio-cultural and economic
24,Spiritual value,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
24,Knowledge systems,0,"NA",Cultural ES,Socio-cultural and economic
24,Educational value,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
24,Inspirational value,0,"NA",Cultural ES,Socio-cultural and economic
24,Aesthetic value,0,"NA",Cultural ES,Socio-cultural and economic
24,Social relations,0,"NA",Cultural ES,Socio-cultural and economic
24,Sense of place,0,"NA",Cultural ES,Socio-cultural and economic
24,Cultural heritage value,0,"NA",Cultural ES,Socio-cultural and economic
24,Recreational and ecotourism,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
24,Provisioning ES,0,"NA","NA","NA"
24,Regulating ES,0,"NA","NA","NA"
24,Supporting ES,1,"NA","NA","NA"
24,Cultural ES,0,"NA","NA","NA"
24,Ecosystem Services,1,"NA","NA","NA"
37,Food,0,OUTPUT.ES,Povisioning ES,Production
37,Biomass,0,OUTPUT.ES,Povisioning ES,Production
37,Land equivalent ratio,0,INPUT.ES,Povisioning ES,Production
37,Pests,1,"NA",Regulating ES,Disease and pest
37,Diseases,1,"NA",Regulating ES,Disease and pest
37,Weeds,0,"NA",Regulating ES,Disease and pest
37,Product quality,1,OUTPUT.ES,Povisioning ES,Production
37,Product stability,0,OUTPUT.ES,Povisioning ES,Production
37,Mechanisation,1,"NA",Povisioning ES,Production
37,Belowground (crop-tree) competition,0,"NA",Povisioning ES,Production
37,Aboveground (crop-tree) light competition,0,"NA",Povisioning ES,Production
37,Nutrient use,0,"NA",Povisioning ES,Production
37,Nutrient use effeciency,0,INPUT.ES,Povisioning ES,Production
37,Breeding and selection,0,"NA",Povisioning ES,Production
37,Soil quality,1,"NA",Supporting ES,"Soil quality, carbon and nutrients"
37,Biodiversity,1,INPUT.ES,Regulating ES,Biodiversity
37,Carbon stock,1,"NA",Regulating ES,"Soil quality, carbon and nutrients"
37,Greenhouse gas emissions,1,"NA",Regulating ES,"Soil quality, carbon and nutrients"
37,Pollination,0,OUTPUT.ES,Regulating ES,Nat. process regulation
37,Soil structure,0,INPUT.ES,Supporting ES,"Soil quality, carbon and nutrients"
37,Chemical soil components,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
37,Biological soil components,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
37,Soil water,1,"NA",Supporting ES,"Soil quality, carbon and nutrients"
37,Soil erosion,1,"NA",Regulating ES,"Soil quality, carbon and nutrients"
37,Soil formations,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
37,Water quality,1,"NA",Regulating ES,Water
37,Water perculation,0,"NA",Regulating ES,Water
37,Water cyclings,0,"NA",Supporting ES,Water
37,Water availability,0,INPUT.ES,Regulating ES,Water
37,Hydraulic lift,0,INPUT.ES,Regulating ES,Water
37,Economic profit related,1,INPUT.ES,Povisioning ES,Socio-cultural and economic
37,Economic management related,1,INPUT.ES,Povisioning ES,Socio-cultural and economic
37,Economic market related,1,"NA",Povisioning ES,Socio-cultural and economic
37,Landscape aesthetics,1,OUTPUT.ES,Cultural ES,Socio-cultural and economic
37,Recreational and ecotourisms,1,OUTPUT.ES,"NA","NA"
37,Spiritual values,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
37,Perception of adoptation,1,"NA",Cultural ES,Socio-cultural and economic
37,Policy information,1,"NA",Cultural ES,Socio-cultural and economic
37,Agronomic category,1,"NA","NA","NA"
37,Environmental category,1,"NA","NA","NA"
37,Economic category,1,"NA","NA","NA"
37,Socio-cultural category,1,"NA","NA","NA"
37,Food (yield),0,OUTPUT.ES,Povisioning ES,Production
37,Feed,0,OUTPUT.ES,Povisioning ES,Production
37,Fibre,0,OUTPUT.ES,Povisioning ES,Production
37,Fuel (firewood etc.),0,OUTPUT.ES,"NA",Production
37,Genetic resources,0,"NA",Povisioning ES,Production
37,Biochemicals,0,OUTPUT.ES,Povisioning ES,Production
37,Ornamentals,0,OUTPUT.ES,Povisioning ES,Production
37,Fresh water,0,"NA",Povisioning ES,Water
37,Air regulation,0,"NA",Regulating ES,Nat. process regulation
37,Climate regulation,0,OUTPUT.ES,Regulating ES,Nat. process regulation
37,Carbon sequestration,0,OUTPUT.ES,Regulating ES,"Soil quality, carbon and nutrients"
37,Water regulation,0,OUTPUT.ES,Regulating ES,Water
37,Nutrient leaching regulation,0,OUTPUT.ES,Regulating ES,"Soil quality, carbon and nutrients"
37,Erosion regulation,0,INPUT.ES,Regulating ES,Nat. process regulation
37,Water purification,0,"NA",Regulating ES,Water
37,Disease regulation,0,INPUT.ES,Regulating ES,Disease and pest
37,Pest regulation,0,INPUT.ES,Regulating ES,Disease and pest
37,Polination regulation,0,INPUT.ES,Regulating ES,Nat. process regulation
37,Natural hazards regulation,0,"NA",Regulating ES,Nat. process regulation
37,Soil formation,0,INPUT.ES,Supporting ES,"Soil quality, carbon and nutrients"
37,Photosynthesis,0,"NA",Supporting ES,Nat. process regulation
37,Primary production,0,"NA",Supporting ES,Production
37,Nutrient cycling,0,INPUT.ES,Supporting ES,Nat. process regulation
37,Water cycling,0,INPUT.ES,Supporting ES,Water
37,Cultural diversity,0,"NA",Cultural ES,Socio-cultural and economic
37,Spiritual value,1,OUTPUT.ES,Cultural ES,Socio-cultural and economic
37,Knowledge systems,0,"NA",Cultural ES,Socio-cultural and economic
37,Educational value,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
37,Inspirational value,1,"NA",Cultural ES,Socio-cultural and economic
37,Aesthetic value,1,"NA",Cultural ES,Socio-cultural and economic
37,Social relations,0,"NA",Cultural ES,Socio-cultural and economic
37,Sense of place,1,"NA",Cultural ES,Socio-cultural and economic
37,Cultural heritage value,1,"NA",Cultural ES,Socio-cultural and economic
37,Recreational and ecotourism,1,OUTPUT.ES,Cultural ES,Socio-cultural and economic
37,Provisioning ES,0,"NA","NA","NA"
37,Regulating ES,0,"NA","NA","NA"
37,Supporting ES,0,"NA","NA","NA"
37,Cultural ES,1,"NA","NA","NA"
37,Ecosystem Services,1,"NA","NA","NA"
38,Food,1,OUTPUT.ES,Povisioning ES,Production
38,Biomass,1,OUTPUT.ES,Povisioning ES,Production
38,Land equivalent ratio,1,INPUT.ES,Povisioning ES,Production
38,Pests,0,"NA",Regulating ES,Disease and pest
38,Diseases,0,"NA",Regulating ES,Disease and pest
38,Weeds,0,"NA",Regulating ES,Disease and pest
38,Product quality,0,OUTPUT.ES,Povisioning ES,Production
38,Product stability,0,OUTPUT.ES,Povisioning ES,Production
38,Mechanisation,0,"NA",Povisioning ES,Production
38,Belowground (crop-tree) competition,0,"NA",Povisioning ES,Production
38,Aboveground (crop-tree) light competition,0,"NA",Povisioning ES,Production
38,Nutrient use,1,"NA",Povisioning ES,Production
38,Nutrient use effeciency,1,INPUT.ES,Povisioning ES,Production
38,Breeding and selection,0,"NA",Povisioning ES,Production
38,Soil quality,1,"NA",Supporting ES,"Soil quality, carbon and nutrients"
38,Biodiversity,0,INPUT.ES,Regulating ES,Biodiversity
38,Carbon stock,1,"NA",Regulating ES,"Soil quality, carbon and nutrients"
38,Greenhouse gas emissions,1,"NA",Regulating ES,"Soil quality, carbon and nutrients"
38,Pollination,1,OUTPUT.ES,Regulating ES,Nat. process regulation
38,Soil structure,0,INPUT.ES,Supporting ES,"Soil quality, carbon and nutrients"
38,Chemical soil components,1,"NA",Supporting ES,"Soil quality, carbon and nutrients"
38,Biological soil components,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
38,Soil water,1,"NA",Supporting ES,"Soil quality, carbon and nutrients"
38,Soil erosion,1,"NA",Regulating ES,"Soil quality, carbon and nutrients"
38,Soil formations,1,"NA",Supporting ES,"Soil quality, carbon and nutrients"
38,Water quality,0,"NA",Regulating ES,Water
38,Water perculation,0,"NA",Regulating ES,Water
38,Water cyclings,1,"NA",Supporting ES,Water
38,Water availability,1,INPUT.ES,Regulating ES,Water
38,Hydraulic lift,0,INPUT.ES,Regulating ES,Water
38,Economic profit related,0,INPUT.ES,Povisioning ES,Socio-cultural and economic
38,Economic management related,0,INPUT.ES,Povisioning ES,Socio-cultural and economic
38,Economic market related,0,"NA",Povisioning ES,Socio-cultural and economic
38,Landscape aesthetics,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
38,Recreational and ecotourisms,0,OUTPUT.ES,"NA","NA"
38,Spiritual values,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
38,Perception of adoptation,0,"NA",Cultural ES,Socio-cultural and economic
38,Policy information,1,"NA",Cultural ES,Socio-cultural and economic
38,Agronomic category,1,"NA","NA","NA"
38,Environmental category,1,"NA","NA","NA"
38,Economic category,0,"NA","NA","NA"
38,Socio-cultural category,1,"NA","NA","NA"
38,Food (yield),1,OUTPUT.ES,Povisioning ES,Production
38,Feed,0,OUTPUT.ES,Povisioning ES,Production
38,Fibre,0,OUTPUT.ES,Povisioning ES,Production
38,Fuel (firewood etc.),0,OUTPUT.ES,"NA",Production
38,Genetic resources,0,"NA",Povisioning ES,Production
38,Biochemicals,0,OUTPUT.ES,Povisioning ES,Production
38,Ornamentals,0,OUTPUT.ES,Povisioning ES,Production
38,Fresh water,1,"NA",Povisioning ES,Water
38,Air regulation,0,"NA",Regulating ES,Nat. process regulation
38,Climate regulation,0,OUTPUT.ES,Regulating ES,Nat. process regulation
38,Carbon sequestration,1,OUTPUT.ES,Regulating ES,"Soil quality, carbon and nutrients"
38,Water regulation,1,OUTPUT.ES,Regulating ES,Water
38,Nutrient leaching regulation,1,OUTPUT.ES,Regulating ES,"Soil quality, carbon and nutrients"
38,Erosion regulation,1,INPUT.ES,Regulating ES,Nat. process regulation
38,Water purification,1,"NA",Regulating ES,Water
38,Disease regulation,0,INPUT.ES,Regulating ES,Disease and pest
38,Pest regulation,0,INPUT.ES,Regulating ES,Disease and pest
38,Polination regulation,1,INPUT.ES,Regulating ES,Nat. process regulation
38,Natural hazards regulation,0,"NA",Regulating ES,Nat. process regulation
38,Soil formation,0,INPUT.ES,Supporting ES,"Soil quality, carbon and nutrients"
38,Photosynthesis,0,"NA",Supporting ES,Nat. process regulation
38,Primary production,1,"NA",Supporting ES,Production
38,Nutrient cycling,1,INPUT.ES,Supporting ES,Nat. process regulation
38,Water cycling,1,INPUT.ES,Supporting ES,Water
38,Cultural diversity,0,"NA",Cultural ES,Socio-cultural and economic
38,Spiritual value,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
38,Knowledge systems,0,"NA",Cultural ES,Socio-cultural and economic
38,Educational value,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
38,Inspirational value,0,"NA",Cultural ES,Socio-cultural and economic
38,Aesthetic value,0,"NA",Cultural ES,Socio-cultural and economic
38,Social relations,0,"NA",Cultural ES,Socio-cultural and economic
38,Sense of place,0,"NA",Cultural ES,Socio-cultural and economic
38,Cultural heritage value,0,"NA",Cultural ES,Socio-cultural and economic
38,Recreational and ecotourism,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
38,Provisioning ES,1,"NA","NA","NA"
38,Regulating ES,1,"NA","NA","NA"
38,Supporting ES,1,"NA","NA","NA"
38,Cultural ES,0,"NA","NA","NA"
38,Ecosystem Services,1,"NA","NA","NA"
39,Food,0,OUTPUT.ES,Povisioning ES,Production
39,Biomass,0,OUTPUT.ES,Povisioning ES,Production
39,Land equivalent ratio,0,INPUT.ES,Povisioning ES,Production
39,Pests,0,"NA",Regulating ES,Disease and pest
39,Diseases,0,"NA",Regulating ES,Disease and pest
39,Weeds,0,"NA",Regulating ES,Disease and pest
39,Product quality,0,OUTPUT.ES,Povisioning ES,Production
39,Product stability,0,OUTPUT.ES,Povisioning ES,Production
39,Mechanisation,0,"NA",Povisioning ES,Production
39,Belowground (crop-tree) competition,0,"NA",Povisioning ES,Production
39,Aboveground (crop-tree) light competition,0,"NA",Povisioning ES,Production
39,Nutrient use,0,"NA",Povisioning ES,Production
39,Nutrient use effeciency,0,INPUT.ES,Povisioning ES,Production
39,Breeding and selection,0,"NA",Povisioning ES,Production
39,Soil quality,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
39,Biodiversity,0,INPUT.ES,Regulating ES,Biodiversity
39,Carbon stock,0,"NA",Regulating ES,"Soil quality, carbon and nutrients"
39,Greenhouse gas emissions,0,"NA",Regulating ES,"Soil quality, carbon and nutrients"
39,Pollination,0,OUTPUT.ES,Regulating ES,Nat. process regulation
39,Soil structure,0,INPUT.ES,Supporting ES,"Soil quality, carbon and nutrients"
39,Chemical soil components,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
39,Biological soil components,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
39,Soil water,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
39,Soil erosion,0,"NA",Regulating ES,"Soil quality, carbon and nutrients"
39,Soil formations,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
39,Water quality,0,"NA",Regulating ES,Water
39,Water perculation,0,"NA",Regulating ES,Water
39,Water cyclings,0,"NA",Supporting ES,Water
39,Water availability,0,INPUT.ES,Regulating ES,Water
39,Hydraulic lift,0,INPUT.ES,Regulating ES,Water
39,Economic profit related,0,INPUT.ES,Povisioning ES,Socio-cultural and economic
39,Economic management related,0,INPUT.ES,Povisioning ES,Socio-cultural and economic
39,Economic market related,0,"NA",Povisioning ES,Socio-cultural and economic
39,Landscape aesthetics,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
39,Recreational and ecotourisms,0,OUTPUT.ES,"NA","NA"
39,Spiritual values,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
39,Perception of adoptation,0,"NA",Cultural ES,Socio-cultural and economic
39,Policy information,0,"NA",Cultural ES,Socio-cultural and economic
39,Agronomic category,0,"NA","NA","NA"
39,Environmental category,0,"NA","NA","NA"
39,Economic category,0,"NA","NA","NA"
39,Socio-cultural category,0,"NA","NA","NA"
39,Food (yield),0,OUTPUT.ES,Povisioning ES,Production
39,Feed,0,OUTPUT.ES,Povisioning ES,Production
39,Fibre,0,OUTPUT.ES,Povisioning ES,Production
39,Fuel (firewood etc.),0,OUTPUT.ES,"NA",Production
39,Genetic resources,0,"NA",Povisioning ES,Production
39,Biochemicals,0,OUTPUT.ES,Povisioning ES,Production
39,Ornamentals,0,OUTPUT.ES,Povisioning ES,Production
39,Fresh water,0,"NA",Povisioning ES,Water
39,Air regulation,0,"NA",Regulating ES,Nat. process regulation
39,Climate regulation,0,OUTPUT.ES,Regulating ES,Nat. process regulation
39,Carbon sequestration,0,OUTPUT.ES,Regulating ES,"Soil quality, carbon and nutrients"
39,Water regulation,0,OUTPUT.ES,Regulating ES,Water
39,Nutrient leaching regulation,0,OUTPUT.ES,Regulating ES,"Soil quality, carbon and nutrients"
39,Erosion regulation,0,INPUT.ES,Regulating ES,Nat. process regulation
39,Water purification,0,"NA",Regulating ES,Water
39,Disease regulation,0,INPUT.ES,Regulating ES,Disease and pest
39,Pest regulation,0,INPUT.ES,Regulating ES,Disease and pest
39,Polination regulation,0,INPUT.ES,Regulating ES,Nat. process regulation
39,Natural hazards regulation,0,"NA",Regulating ES,Nat. process regulation
39,Soil formation,0,INPUT.ES,Supporting ES,"Soil quality, carbon and nutrients"
39,Photosynthesis,0,"NA",Supporting ES,Nat. process regulation
39,Primary production,0,"NA",Supporting ES,Production
39,Nutrient cycling,0,INPUT.ES,Supporting ES,Nat. process regulation
39,Water cycling,0,INPUT.ES,Supporting ES,Water
39,Cultural diversity,0,"NA",Cultural ES,Socio-cultural and economic
39,Spiritual value,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
39,Knowledge systems,0,"NA",Cultural ES,Socio-cultural and economic
39,Educational value,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
39,Inspirational value,0,"NA",Cultural ES,Socio-cultural and economic
39,Aesthetic value,0,"NA",Cultural ES,Socio-cultural and economic
39,Social relations,0,"NA",Cultural ES,Socio-cultural and economic
39,Sense of place,0,"NA",Cultural ES,Socio-cultural and economic
39,Cultural heritage value,0,"NA",Cultural ES,Socio-cultural and economic
39,Recreational and ecotourism,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
39,Provisioning ES,0,"NA","NA","NA"
39,Regulating ES,0,"NA","NA","NA"
39,Supporting ES,0,"NA","NA","NA"
39,Cultural ES,0,"NA","NA","NA"
39,Ecosystem Services,0,"NA","NA","NA"
40,Food,1,OUTPUT.ES,Povisioning ES,Production
40,Biomass,1,OUTPUT.ES,Povisioning ES,Production
40,Land equivalent ratio,0,INPUT.ES,Povisioning ES,Production
40,Pests,0,"NA",Regulating ES,Disease and pest
40,Diseases,0,"NA",Regulating ES,Disease and pest
40,Weeds,0,"NA",Regulating ES,Disease and pest
40,Product quality,0,OUTPUT.ES,Povisioning ES,Production
40,Product stability,0,OUTPUT.ES,Povisioning ES,Production
40,Mechanisation,0,"NA",Povisioning ES,Production
40,Belowground (crop-tree) competition,1,"NA",Povisioning ES,Production
40,Aboveground (crop-tree) light competition,1,"NA",Povisioning ES,Production
40,Nutrient use,0,"NA",Povisioning ES,Production
40,Nutrient use effeciency,0,INPUT.ES,Povisioning ES,Production
40,Breeding and selection,0,"NA",Povisioning ES,Production
40,Soil quality,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
40,Biodiversity,0,INPUT.ES,Regulating ES,Biodiversity
40,Carbon stock,1,"NA",Regulating ES,"Soil quality, carbon and nutrients"
40,Greenhouse gas emissions,0,"NA",Regulating ES,"Soil quality, carbon and nutrients"
40,Pollination,0,OUTPUT.ES,Regulating ES,Nat. process regulation
40,Soil structure,0,INPUT.ES,Supporting ES,"Soil quality, carbon and nutrients"
40,Chemical soil components,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
40,Biological soil components,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
40,Soil water,1,"NA",Supporting ES,"Soil quality, carbon and nutrients"
40,Soil erosion,0,"NA",Regulating ES,"Soil quality, carbon and nutrients"
40,Soil formations,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
40,Water quality,0,"NA",Regulating ES,Water
40,Water perculation,0,"NA",Regulating ES,Water
40,Water cyclings,1,"NA",Supporting ES,Water
40,Water availability,1,INPUT.ES,Regulating ES,Water
40,Hydraulic lift,0,INPUT.ES,Regulating ES,Water
40,Economic profit related,0,INPUT.ES,Povisioning ES,Socio-cultural and economic
40,Economic management related,0,INPUT.ES,Povisioning ES,Socio-cultural and economic
40,Economic market related,0,"NA",Povisioning ES,Socio-cultural and economic
40,Landscape aesthetics,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
40,Recreational and ecotourisms,0,OUTPUT.ES,"NA","NA"
40,Spiritual values,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
40,Perception of adoptation,0,"NA",Cultural ES,Socio-cultural and economic
40,Policy information,0,"NA",Cultural ES,Socio-cultural and economic
40,Agronomic category,1,"NA","NA","NA"
40,Environmental category,1,"NA","NA","NA"
40,Economic category,0,"NA","NA","NA"
40,Socio-cultural category,0,"NA","NA","NA"
40,Food (yield),1,OUTPUT.ES,Povisioning ES,Production
40,Feed,0,OUTPUT.ES,Povisioning ES,Production
40,Fibre,0,OUTPUT.ES,Povisioning ES,Production
40,Fuel (firewood etc.),1,OUTPUT.ES,"NA",Production
40,Genetic resources,0,"NA",Povisioning ES,Production
40,Biochemicals,0,OUTPUT.ES,Povisioning ES,Production
40,Ornamentals,0,OUTPUT.ES,Povisioning ES,Production
40,Fresh water,0,"NA",Povisioning ES,Water
40,Air regulation,0,"NA",Regulating ES,Nat. process regulation
40,Climate regulation,0,OUTPUT.ES,Regulating ES,Nat. process regulation
40,Carbon sequestration,0,OUTPUT.ES,Regulating ES,"Soil quality, carbon and nutrients"
40,Water regulation,0,OUTPUT.ES,Regulating ES,Water
40,Nutrient leaching regulation,0,OUTPUT.ES,Regulating ES,"Soil quality, carbon and nutrients"
40,Erosion regulation,0,INPUT.ES,Regulating ES,Nat. process regulation
40,Water purification,0,"NA",Regulating ES,Water
40,Disease regulation,0,INPUT.ES,Regulating ES,Disease and pest
40,Pest regulation,0,INPUT.ES,Regulating ES,Disease and pest
40,Polination regulation,0,INPUT.ES,Regulating ES,Nat. process regulation
40,Natural hazards regulation,0,"NA",Regulating ES,Nat. process regulation
40,Soil formation,1,INPUT.ES,Supporting ES,"Soil quality, carbon and nutrients"
40,Photosynthesis,1,"NA",Supporting ES,Nat. process regulation
40,Primary production,1,"NA",Supporting ES,Production
40,Nutrient cycling,1,INPUT.ES,Supporting ES,Nat. process regulation
40,Water cycling,1,INPUT.ES,Supporting ES,Water
40,Cultural diversity,0,"NA",Cultural ES,Socio-cultural and economic
40,Spiritual value,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
40,Knowledge systems,0,"NA",Cultural ES,Socio-cultural and economic
40,Educational value,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
40,Inspirational value,0,"NA",Cultural ES,Socio-cultural and economic
40,Aesthetic value,0,"NA",Cultural ES,Socio-cultural and economic
40,Social relations,0,"NA",Cultural ES,Socio-cultural and economic
40,Sense of place,0,"NA",Cultural ES,Socio-cultural and economic
40,Cultural heritage value,0,"NA",Cultural ES,Socio-cultural and economic
40,Recreational and ecotourism,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
40,Provisioning ES,1,"NA","NA","NA"
40,Regulating ES,0,"NA","NA","NA"
40,Supporting ES,1,"NA","NA","NA"
40,Cultural ES,0,"NA","NA","NA"
40,Ecosystem Services,1,"NA","NA","NA"
44,Food,1,OUTPUT.ES,Povisioning ES,Production
44,Biomass,1,OUTPUT.ES,Povisioning ES,Production
44,Land equivalent ratio,1,INPUT.ES,Povisioning ES,Production
44,Pests,0,"NA",Regulating ES,Disease and pest
44,Diseases,0,"NA",Regulating ES,Disease and pest
44,Weeds,0,"NA",Regulating ES,Disease and pest
44,Product quality,0,OUTPUT.ES,Povisioning ES,Production
44,Product stability,0,OUTPUT.ES,Povisioning ES,Production
44,Mechanisation,0,"NA",Povisioning ES,Production
44,Belowground (crop-tree) competition,1,"NA",Povisioning ES,Production
44,Aboveground (crop-tree) light competition,1,"NA",Povisioning ES,Production
44,Nutrient use,0,"NA",Povisioning ES,Production
44,Nutrient use effeciency,0,INPUT.ES,Povisioning ES,Production
44,Breeding and selection,0,"NA",Povisioning ES,Production
44,Soil quality,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
44,Biodiversity,0,INPUT.ES,Regulating ES,Biodiversity
44,Carbon stock,0,"NA",Regulating ES,"Soil quality, carbon and nutrients"
